node_id,article_id,entity,entity_type,cluster,topic,sentiment,downloaded_date
0,457434,Florida,GPE,0,9,0.0,2022-03-29
1,457434,FDA,ORG,0,9,0.0,2022-03-29
2,457434,Fla.,GPE,0,9,0.0,2022-03-29
3,457434,Republican,NORP,0,9,0.0,2022-03-29
0,457434,Florida,GPE,0,9,-0.4767,2022-03-29
4,457434,Ron DeSantis,PERSON,0,9,-0.4767,2022-03-29
5,457434,Ashley Moody,PERSON,0,9,-0.4767,2022-03-29
6,457434,Tampa,GPE,0,9,-0.4767,2022-03-29
0,457434,Florida,GPE,0,9,-0.4767,2022-03-29
7,457434,the U.S. Centers for Disease Control and Prevention,ORG,0,9,-0.4767,2022-03-29
8,457434,CDC,ORG,0,9,0.0,2022-03-29
0,457434,Florida,GPE,0,9,-0.2263,2022-03-29
9,457434,COVID-19,ORG,0,9,-0.2263,2022-03-29
3,457434,Republican,NORP,0,9,0.1779,2022-03-29
8,457434,CDC,ORG,0,9,0.4767,2022-03-29
10,457434,Moody,ORG,0,9,-0.8442,2022-03-29
3,457434,Republican,NORP,0,9,-0.8442,2022-03-29
6,457434,Tampa,GPE,0,9,-0.8442,2022-03-29
11,457434,Moody mentioned,ORG,0,9,-0.3612,2022-03-29
12,457434,Democratic,NORP,0,9,-0.3612,2022-03-29
13,457434,Joe Biden,PERSON,0,9,-0.3612,2022-03-29
14,457434,Atlanta,GPE,0,9,-0.2263,2022-03-29
8,457434,CDC,ORG,0,9,-0.2263,2022-03-29
8,457434,CDC,ORG,0,9,-0.2263,2022-03-29
0,457434,Florida,GPE,0,9,-0.2263,2022-03-29
15,457434,Alabama,GPE,0,9,-0.2263,2022-03-29
16,457434,Alaska,GPE,0,9,-0.2263,2022-03-29
17,457434,Arizona,GPE,0,9,-0.2263,2022-03-29
18,457434,Arkansas,GPE,0,9,-0.2263,2022-03-29
19,457434,Georgia,GPE,0,9,-0.2263,2022-03-29
20,457434,Idaho,GPE,0,9,-0.2263,2022-03-29
21,457434,Indiana,GPE,0,9,-0.2263,2022-03-29
22,457434,Kansas,GPE,0,9,-0.2263,2022-03-29
23,457434,Kentucky,GPE,0,9,-0.2263,2022-03-29
24,457434,Louisiana,GPE,0,9,-0.2263,2022-03-29
25,457434,Mississippi,GPE,0,9,-0.2263,2022-03-29
26,457434,Missouri,GPE,0,9,-0.2263,2022-03-29
27,457434,Montana,GPE,0,9,-0.2263,2022-03-29
28,457434,Nebraska,GPE,0,9,-0.2263,2022-03-29
29,457434,Ohio,GPE,0,9,-0.2263,2022-03-29
30,457434,Oklahoma,GPE,0,9,-0.2263,2022-03-29
31,457434,South Carolina,GPE,0,9,-0.2263,2022-03-29
32,457434,Utah,GPE,0,9,-0.2263,2022-03-29
33,457434,Virginia,GPE,0,9,-0.2263,2022-03-29
34,457434,West Virginia,GPE,0,9,-0.2263,2022-03-29
35,2008485,Northeast US,ORG,0,5,0.5574,2022-04-11
9,2008485,COVID-19,GPE,0,5,0.5574,2022-04-11
36,2008485,Philadelphia,GPE,0,5,0.5574,2022-04-11
37,2008485,U.S.,GPE,0,5,0.5574,2022-04-11
9,2008485,COVID-19,ORG,0,5,0.5574,2022-04-11
38,2008485,COVID,ORG,0,5,0.1955,2022-04-11
39,2008485,Cheryl Bettigole,PERSON,0,5,0.1955,2022-04-11
9,2008485,COVID-19,ORG,0,5,-0.2732,2022-04-11
40,2008485,Philadelphians,NORP,0,5,0.3182,2022-04-11
41,2008485,Bettigole,PERSON,0,5,0.3182,2022-04-11
41,2008485,Bettigole,PERSON,0,5,-0.7717,2022-04-11
41,2008485,Bettigole,PERSON,0,5,0.3818,2022-04-11
42,2008485,Columbia University,ORG,0,5,0.0,2022-04-11
43,2008485,New York City,GPE,0,5,0.0,2022-04-11
44,2008485,Donna Lynne,PERSON,0,5,0.2484,2022-04-11
45,2008485,Georgetown University,ORG,0,5,0.4767,2022-04-11
46,2008485,Washington,GPE,0,5,0.4767,2022-04-11
47,2008485,D.C.,GPE,0,5,0.4767,2022-04-11
9,2008485,COVID-19,ORG,0,5,0.4767,2022-04-11
48,2008485,Omicron,ORG,0,5,0.3182,2022-04-11
49,2008485,the United States,GPE,0,5,0.3818,2022-04-11
50,2008485,DC,GPE,0,5,0.3818,2022-04-11
9,2008485,COVID-19,ORG,0,5,0.8402,2022-04-11
46,2008485,Washington,GPE,0,5,0.8402,2022-04-11
47,2008485,D.C.,GPE,0,5,0.8402,2022-04-11
51,2008485,American University,ORG,0,5,0.0,2022-04-11
52,2008485,Johns Hopkins University,ORG,0,5,0.0,2022-04-11
53,2008485,Rice University,ORG,0,5,0.0,2022-04-11
36,2021946,Philadelphia,GPE,0,1,0.7717,2022-04-11
37,2021946,U.S.,GPE,0,1,0.7717,2022-04-11
9,2021946,COVID-19,GPE,0,1,0.7717,2022-04-11
54,2021946,PHILADELPHIA,GPE,0,1,0.7717,2022-04-11
36,2021946,Philadelphia,GPE,0,1,0.7717,2022-04-11
37,2021946,U.S.,GPE,0,1,0.7717,2022-04-11
9,2021946,COVID-19,PERSON,0,1,0.0,2022-04-11
39,2021946,Cheryl Bettigole,PERSON,0,1,0.0,2022-04-11
37,2021946,U.S.,GPE,0,1,0.0,2022-04-11
41,2021946,Bettigole,PERSON,0,1,-0.7964,2022-04-11
36,2021946,Philadelphia,GPE,0,1,-0.7964,2022-04-11
7,2021946,the U.S. Centers for Disease Control and Prevention,ORG,0,1,0.0,2022-04-11
8,2021946,CDC,ORG,0,1,0.6444,2022-04-11
55,2021946,Americans,NORP,0,1,0.6444,2022-04-11
36,2021946,Philadelphia,GPE,0,1,0.5719,2022-04-11
41,2021946,Bettigole,PERSON,0,1,0.5719,2022-04-11
36,2021946,Philadelphia,GPE,0,1,0.0,2022-04-11
9,2021946,COVID-19,ORG,0,1,0.0,2022-04-11
8,2021946,CDC,ORG,0,1,-0.2732,2022-04-11
36,2021946,Philadelphia,GPE,0,1,-0.2732,2022-04-11
56,2021946,Ben Fileccia,PERSON,0,1,0.4215,2022-04-11
57,2021946,the Pennsylvania Restaurant & Lodging Association,ORG,0,1,0.4215,2022-04-11
58,2021946,PolicyLab,ORG,0,1,0.0,2022-04-11
59,2021946,Children’s Hospital of Philadelphia,ORG,0,1,0.0,2022-04-11
37,2021946,U.S.,GPE,0,1,0.0,2022-04-11
41,2021946,Bettigole,PERSON,0,1,0.6124,2022-04-11
9,2021946,COVID-19,ORG,0,1,0.6124,2022-04-11
41,2021946,Bettigole,PERSON,0,1,0.7003,2022-04-11
43,2021946,New York City,GPE,0,1,0.0,2022-04-11
60,2021946,Eric Adams,PERSON,0,1,0.0,2022-04-11
61,2021946,Democrat,NORP,0,1,0.0,2022-04-11
62,2021946,New Yorkers,NORP,0,1,0.0,2022-04-11
43,2021946,New York City,GPE,0,1,0.0,2022-04-11
36,2021946,Philadelphia,GPE,0,1,0.0,2022-04-11
9,2021946,COVID-19,PERSON,0,1,0.5574,2022-04-11
43,2021946,New York City,GPE,0,1,0.25,2022-04-11
63,2021946,New York,GPE,0,1,0.25,2022-04-11
46,2021946,Washington,GPE,0,1,-0.25,2022-04-11
64,2021946,Cabinet,ORG,0,1,-0.25,2022-04-11
65,2021946,House,ORG,0,1,-0.25,2022-04-11
66,2021946,Nancy Pelosi,PERSON,0,1,-0.25,2022-04-11
67,2021946,New Jersey,GPE,0,1,-0.25,2022-04-11
68,2021946,Connecticut,GPE,0,1,-0.25,2022-04-11
47,2021946,D.C.,GPE,0,1,-0.1531,2022-04-11
69,2021946,Pennsylvania,GPE,0,1,0.0,2022-04-11
70,2021946,Associated Press,ORG,0,1,0.0,2022-04-11
71,2021946,Michelle L. Price,PERSON,0,1,0.0,2022-04-11
63,2021946,New York,GPE,0,1,0.0,2022-04-11
38,2025595,COVID,ORG,0,0,0.5106,2022-04-14
72,2025595,Boston COVID,ORG,0,0,0.7184,2022-04-14
73,2025595,Boston,GPE,0,0,0.7184,2022-04-14
9,2025595,COVID-19,ORG,0,0,0.7184,2022-04-14
74,2025595,the Boston Public Health Commission,ORG,0,0,0.5106,2022-04-14
73,2025595,Boston,GPE,0,0,0.3182,2022-04-14
75,2025595,Easter,PERSON,0,0,0.7096,2022-04-14
76,2025595,126th,ORG,0,0,0.7096,2022-04-14
77,2025595,the Boston Marathon,ORG,0,0,0.7096,2022-04-14
78,2025595,BPHC,ORG,0,0,0.7096,2022-04-14
79,2025595,Bisola Ojikutu,PERSON,0,0,0.9545,2022-04-14
80,2025595,Public Health and Executive,ORG,0,0,0.9545,2022-04-14
78,2025595,BPHC,ORG,0,0,0.9545,2022-04-14
9,2025595,COVID-19,ORG,0,0,-0.6908,2022-04-14
73,2025595,Boston,GPE,0,0,0.5574,2022-04-14
81,2025595,BA.2,ORG,0,0,0.5574,2022-04-14
82,2025595,the Centers for Disease Control and Prevention,ORG,0,0,0.0,2022-04-14
83,2025595,Shira Doron,PERSON,0,0,0.3182,2022-04-14
84,2025595,Tufts Medical Center,ORG,0,0,0.3182,2022-04-14
73,2025595,Boston,GPE,0,0,0.3182,2022-04-14
85,2025595,ABC News,ORG,0,0,0.3182,2022-04-14
86,2025595,Paul Sax,PERSON,0,0,0.3182,2022-04-14
87,2025595,Brigham and Women's Hospital,ORG,0,0,0.3182,2022-04-14
73,2025595,Boston,GPE,0,0,0.3182,2022-04-14
9,2025595,COVID-19,ORG,0,0,0.4215,2022-04-14
49,2025595,the United States,GPE,0,0,0.4215,2022-04-14
85,2025595,ABC News,ORG,0,0,0.4215,2022-04-14
88,2025595,"Tufts Medical Center, Doron",ORG,0,0,-0.3491,2022-04-14
9,2025595,COVID-19,PERSON,0,0,-0.3491,2022-04-14
89,2025595,Doron,PERSON,0,0,0.0,2022-04-14
9,2025595,COVID-19,PERSON,0,0,-0.1779,2022-04-14
38,2025595,COVID,ORG,0,0,0.0,2022-04-14
90,2025595,Sax,PERSON,0,0,0.0,2022-04-14
78,2025595,BPHC,ORG,0,0,0.765,2022-04-14
90,2025595,Sax,PERSON,0,0,0.6597,2022-04-14
9,2025595,COVID-19,ORG,0,0,0.6597,2022-04-14
91,2025595,Paxlovid,PERSON,0,0,0.6597,2022-04-14
92,2025595,Pfizer,PERSON,0,0,0.6597,2022-04-14
90,2025595,Sax,PERSON,0,0,0.4215,2022-04-14
9,2025595,COVID-19,ORG,0,0,-0.1585,2022-04-14
69,2060872,Pennsylvania,GPE,0,9,0.0,2022-04-16
36,2060872,Philadelphia,GPE,0,9,0.0,2022-04-16
9,2060872,COVID-19,GPE,0,9,0.0,2022-04-16
36,2060872,Philadelphia,GPE,0,9,0.0,2022-04-16
38,2060872,COVID,ORG,0,9,0.0,2022-04-16
54,2060872,PHILADELPHIA,GPE,0,9,0.0,2022-04-16
69,2060872,Pennsylvania,GPE,0,9,0.0,2022-04-16
36,2060872,Philadelphia,GPE,0,9,0.0,2022-04-16
9,2060872,COVID-19,ORG,0,9,0.0,2022-04-16
93,2060872,Commonwealth Court,ORG,0,9,-0.4215,2022-04-16
36,2060872,Philadelphia,GPE,0,9,-0.4215,2022-04-16
36,2060872,Philadelphia,GPE,0,9,0.4767,2022-04-16
37,2060872,U.S.,GPE,0,9,0.4767,2022-04-16
94,2060872,Thomas W. King III,PERSON,0,9,0.3612,2022-04-16
95,2060872,Centers for Disease Control and Prevention,ORG,0,9,0.3612,2022-04-16
96,2060872,the state department of health,ORG,0,9,-0.2732,2022-04-16
97,2060872,Kevin Lessard,PERSON,0,9,-0.5267,2022-04-16
36,2060872,Philadelphia,GPE,0,9,-0.5267,2022-04-16
98,2060872,Lessard,ORG,0,9,0.4939,2022-04-16
9,2060872,COVID-19,ORG,0,9,0.4939,2022-04-16
8,2060872,CDC,ORG,0,9,0.5367,2022-04-16
55,2060872,Americans,NORP,0,9,0.5367,2022-04-16
36,2060872,Philadelphia,GPE,0,9,0.0,2022-04-16
39,2060872,Cheryl Bettigole,PERSON,0,9,0.0,2022-04-16
9,2060872,COVID-19,PERSON,0,9,0.0,2022-04-16
41,2060872,Bettigole,PERSON,0,9,-0.5423,2022-04-16
99,2060872,Supreme Court,ORG,0,9,-0.126,2022-04-16
69,2060872,Pennsylvania,GPE,0,9,-0.126,2022-04-16
100,2092686,The Boston Marathon,ORG,0,6,0.0,2022-04-17
101,2092686,BOSTON,GPE,0,6,0.0,2022-04-17
77,2092686,the Boston Marathon,ORG,0,6,0.0,2022-04-17
102,2092686,Hopkinton,GPE,0,6,-0.4215,2022-04-17
103,2092686,Patriots,ORG,0,6,-0.4215,2022-04-17
9,2092686,COVID-19,ORG,0,6,-0.4215,2022-04-17
104,2092686,Des Linden,GPE,0,6,0.5859,2022-04-17
105,2092686,Boston Marathon,ORG,0,6,0.0,2022-04-17
106,2092686,Boston Athletic Association,ORG,0,6,0.0,2022-04-17
107,2092686,Tom Grilk,PERSON,0,6,0.0,2022-04-17
73,2092686,Boston,GPE,0,6,0.7717,2022-04-17
108,2092686,Olympic,ORG,0,6,0.7717,2022-04-17
109,2092686,Peres Jepchirchir,PERSON,0,6,0.7717,2022-04-17
110,2092686,London,GPE,0,6,0.7717,2022-04-17
63,2092686,New York,GPE,0,6,0.7717,2022-04-17
111,2092686,Joyciline Jepkosgei,PERSON,0,6,0.7717,2022-04-17
112,2092686,Ethiopia,GPE,0,6,0.7717,2022-04-17
73,2092686,Boston,GPE,0,6,0.7717,2022-04-17
113,2092686,Tokyo,GPE,0,6,0.2023,2022-04-17
114,2092686,Molly Seidel,PERSON,0,6,0.2023,2022-04-17
115,2092686,American,NORP,0,6,0.2023,2022-04-17
116,2092686,Benson Kipruto,PERSON,0,6,0.8591,2022-04-17
117,2092686,Kenya,GPE,0,6,0.8591,2022-04-17
73,2092686,Boston,GPE,0,6,0.8591,2022-04-17
118,2092686,Robert Kipkoech Cheruiyot,PERSON,0,6,0.8591,2022-04-17
73,2092686,Boston,GPE,0,6,0.4767,2022-04-17
119,2092686,Lawrence Cherono,PERSON,0,6,0.4767,2022-04-17
120,2092686,Lemi Berhanu,PERSON,0,6,0.4767,2022-04-17
121,2092686,Lelisa Desisa,PERSON,0,6,0.4767,2022-04-17
122,2092686,Colin Bennie,PERSON,0,6,0.2023,2022-04-17
123,2092686,Princeton,GPE,0,6,0.2023,2022-04-17
124,2092686,Massachusetts,GPE,0,6,0.2023,2022-04-17
125,2092686,CJ Albertson,PERSON,0,6,0.2023,2022-04-17
126,2092686,Fresno,GPE,0,6,0.2023,2022-04-17
127,2092686,California,GPE,0,6,0.2023,2022-04-17
102,2092686,Hopkinton,GPE,0,6,-0.0516,2022-04-17
128,2092686,Aaron Baggish,PERSON,0,6,0.4404,2022-04-17
43,2092686,New York City,GPE,0,6,-0.5319,2022-04-17
73,2092686,Boston,GPE,0,6,-0.5319,2022-04-17
103,2092686,Patriots,ORG,0,6,-0.5319,2022-04-17
63,2092686,New York,GPE,0,6,-0.8779,2022-04-17
129,2092686,Brooklyn,GPE,0,6,-0.8779,2022-04-17
130,2092686,Frank James,PERSON,0,6,-0.4767,2022-04-17
131,2092686,James,PERSON,0,6,-0.6808,2022-04-17
105,2092686,Boston Marathon,ORG,0,6,0.6486,2022-04-17
132,2092686,Kenneth Green,PERSON,0,6,0.0,2022-04-17
133,2092686,Ukraine,GPE,0,6,-0.0572,2022-04-17
134,2092686,Grilk,PERSON,0,6,0.0772,2022-04-17
135,2092686,Ukrainian,NORP,0,6,0.0,2022-04-17
136,2092686,Russia,GPE,0,6,-0.357,2022-04-17
137,2092686,Belarus,GPE,0,6,-0.357,2022-04-17
138,2092686,AP,ORG,0,6,0.0,2022-04-17
139,2092686,https://twitter.com/AP—Sports,ORG,0,6,0.0,2022-04-17
140,2115319,PPE,ORG,0,3,-0.4404,2022-04-18
9,2115319,COVID-19,ORG,0,3,0.4019,2022-04-18
141,2115319,Sutter Health,ORG,0,3,-0.128,2022-04-18
142,2115319,Sacramento,GPE,0,3,-0.128,2022-04-18
143,2115319,Berkeley,GPE,0,3,-0.128,2022-04-18
144,2115319,Oakland,GPE,0,3,-0.128,2022-04-18
145,2115319,San Francisco,GPE,0,3,-0.128,2022-04-18
146,2115319,Santa Cruz,GPE,0,3,-0.128,2022-04-18
147,2115319,Vallejo,PERSON,0,3,-0.128,2022-04-18
148,2115319,the California Nurses' Association,ORG,0,3,-0.4404,2022-04-18
149,2115319,CNA,ORG,0,3,-0.128,2022-04-18
150,2115319,Amy Erb,PERSON,0,3,-0.296,2022-04-18
151,2115319,Sutter,ORG,0,3,-0.296,2022-04-18
152,2115319,California Pacific Medical Center,ORG,0,3,-0.296,2022-04-18
145,2115319,San Francisco,GPE,0,3,-0.296,2022-04-18
141,2115319,Sutter Health,ORG,0,3,-0.5994,2022-04-18
127,2115319,California,GPE,0,3,-0.5994,2022-04-18
140,2115319,PPE,ORG,0,3,-0.5994,2022-04-18
151,2115319,Sutter,ORG,0,3,0.0,2022-04-18
153,2115319,KCRA,ORG,0,3,0.1779,2022-04-18
154,2115319,Renee Water,PERSON,0,3,0.4939,2022-04-18
151,2115319,Sutter,ORG,0,3,0.4939,2022-04-18
151,2115319,Sutter,ORG,0,3,0.946,2022-04-18
85,2115319,ABC News,ORG,0,3,-0.743,2022-04-18
149,2115319,CNA,ORG,0,3,0.8885,2022-04-18
8,2115330,CDC,ORG,0,7,-0.25,2022-04-19
0,2115330,Florida,GPE,0,7,-0.6908,2022-04-19
155,2115330,the Centers for Disease Control and Prevention's,ORG,0,7,-0.6908,2022-04-19
156,2115330,Kathryn Kimball Mizelle,PERSON,0,7,0.1154,2022-04-19
0,2115330,Florida,GPE,0,7,0.1154,2022-04-19
8,2115330,CDC,ORG,0,7,0.1154,2022-04-19
55,2115330,Americans,NORP,0,7,0.0772,2022-04-19
9,2115330,COVID-19,ORG,0,7,0.0772,2022-04-19
8,2115330,CDC,ORG,0,7,0.2263,2022-04-19
157,2115330,Stuart Ray,PERSON,0,7,0.2263,2022-04-19
52,2115330,Johns Hopkins University,ORG,0,7,0.2263,2022-04-19
8,2115330,CDC,ORG,0,7,0.0,2022-04-19
8,2115330,CDC,ORG,0,7,0.0,2022-04-19
37,2115330,U.S.,GPE,0,7,0.3182,2022-04-19
9,2115330,COVID-19,PERSON,0,7,0.1027,2022-04-19
37,2115330,U.S.,GPE,0,7,0.1027,2022-04-19
158,2115330,Ray,PERSON,0,7,0.2764,2022-04-19
9,2115330,COVID-19,PERSON,0,7,-0.9325,2022-04-19
8,2115330,CDC,ORG,0,7,0.2263,2022-04-19
158,2115330,Ray,PERSON,0,7,-0.2023,2022-04-19
159,2115330,N95,ORG,0,7,-0.3182,2022-04-19
158,2115330,Ray,PERSON,0,7,0.6901,2022-04-19
158,2115330,Ray,PERSON,0,7,0.128,2022-04-19
158,2115330,Ray,PERSON,0,7,-0.5719,2022-04-19
9,2115330,COVID-19,PERSON,0,7,-0.5719,2022-04-19
158,2115330,Ray,PERSON,0,7,-0.7096,2022-04-19
9,2115330,COVID-19,ORG,0,7,-0.7096,2022-04-19
160,2115330,Guillain-Barre,PERSON,0,7,-0.1779,2022-04-19
161,2115330,the Mayo Clinic,ORG,0,7,-0.1779,2022-04-19
158,2115330,Ray,PERSON,0,7,-0.1761,2022-04-19
37,2115330,U.S.,GPE,0,7,-0.1761,2022-04-19
162,2115330,ABC News',ORG,0,7,0.0,2022-04-19
163,2115330,Arielle Mitropoulos,PERSON,0,7,0.0,2022-04-19
164,2158132,The teachers union,ORG,0,3,-0.3818,2022-04-22
165,2158132,Vaccines,ORG,0,3,-0.5106,2022-04-22
166,2158132,Jen Ashton Dozens,PERSON,0,3,-0.5106,2022-04-22
167,2158132,New York City Education Department,GPE,0,3,-0.5106,2022-04-22
168,2158132,DOE,ORG,0,3,-0.4767,2022-04-22
169,2158132,The United Federation of Teachers,ORG,0,3,-0.3818,2022-04-22
168,2158132,DOE,ORG,0,3,-0.4939,2022-04-22
170,2158132,Beth A. Norton,PERSON,0,3,-0.4939,2022-04-22
171,2158132,UFT,ORG,0,3,-0.4939,2022-04-22
171,2158132,UFT,ORG,0,3,-0.1531,2022-04-22
168,2158132,DOE,ORG,0,3,-0.1531,2022-04-22
171,2158132,UFT,ORG,0,3,-0.1531,2022-04-22
168,2158132,DOE,ORG,0,3,-0.5754,2022-04-22
171,2158132,UFT,ORG,0,3,-0.5754,2022-04-22
168,2158132,DOE,ORG,0,3,-0.5754,2022-04-22
172,2158132,The Department of Education,ORG,0,3,0.0,2022-04-22
9,2158132,COVID-19,ORG,0,3,0.4067,2022-04-22
173,2158132,The Education Department,ORG,0,3,0.4067,2022-04-22
43,2158132,New York City,GPE,0,3,0.1531,2022-04-22
174,2158132,Bill de Blasio,PERSON,0,3,0.0,2022-04-22
175,2158132,the Supreme Court,ORG,0,3,-0.1901,2022-04-22
162,2158132,ABC News',ORG,0,3,0.0,2022-04-22
176,2158132,Mark Osborne,PERSON,0,3,0.0,2022-04-22
177,2239728,British,NORP,0,7,0.0,2022-04-27
178,2239728,Conservative,NORP,0,7,0.0,2022-04-27
9,2239728,COVID-19,ORG,0,7,0.0,2022-04-27
179,2239728,LONDON,GPE,0,7,0.0,2022-04-27
177,2239728,British,NORP,0,7,0.0,2022-04-27
178,2239728,Conservative,NORP,0,7,0.0,2022-04-27
9,2239728,COVID-19,ORG,0,7,0.0,2022-04-27
180,2239728,High Court,ORG,0,7,-0.743,2022-04-27
181,2239728,U.K.,GPE,0,7,-0.5106,2022-04-27
181,2239728,U.K.,GPE,0,7,0.0,2022-04-27
177,2239728,British,NORP,0,7,-0.5574,2022-04-27
9,2239728,COVID-19,ORG,0,7,-0.8578,2022-04-27
182,2239728,the National Health Service,ORG,0,7,-0.7391,2022-04-27
177,2239728,British,NORP,0,7,0.0,2022-04-27
183,2239728,Boris Johnson,PERSON,0,7,0.0,2022-04-27
38,2239728,COVID,ORG,0,7,0.4019,2022-04-27
184,2239728,Johnson,PERSON,0,7,0.4019,2022-04-27
185,2239728,the House of Commons,ORG,0,7,0.4019,2022-04-27
181,2239728,U.K.,GPE,0,7,0.2732,2022-04-27
9,2239728,COVID-19,ORG,0,7,0.2732,2022-04-27
186,2239728,Matt Hancock,PERSON,0,7,-0.296,2022-04-27
187,2239728,Claimant Cathy Gardner,PERSON,0,7,-0.5859,2022-04-27
188,2239728,Gardner,PERSON,0,7,0.0258,2022-04-27
184,2239728,Johnson,PERSON,0,7,0.0,2022-04-27
189,2239728,Britain,GPE,0,7,0.0,2022-04-27
189,2239728,Britain,GPE,0,7,0.0,2022-04-27
136,2239728,Russia,GPE,0,7,0.0,2022-04-27
190,2239728,Helen Wildbore,PERSON,0,7,0.7184,2022-04-27
191,2239728,the Relatives and Residents Association,ORG,0,7,0.7184,2022-04-27
138,2239728,AP,ORG,0,7,0.0,2022-04-27
37,2292360,U.S.,GPE,0,2,0.6124,2022-04-30
192,2292360,Rand Paul,PERSON,0,2,0.6124,2022-04-30
193,2292360,Republicans,NORP,0,2,0.6124,2022-04-30
194,2292360,Senate,ORG,0,2,0.6124,2022-04-30
195,2292360,SMITHFIELD,GPE,0,2,0.6124,2022-04-30
196,2292360,Ky.,GPE,0,2,0.6124,2022-04-30
37,2292360,U.S.,GPE,0,2,0.6124,2022-04-30
192,2292360,Rand Paul,PERSON,0,2,0.6124,2022-04-30
193,2292360,Republicans,NORP,0,2,0.6124,2022-04-30
194,2292360,Senate,ORG,0,2,0.6124,2022-04-30
23,2292360,Kentucky,GPE,0,2,0.4404,2022-04-30
3,2292360,Republican,NORP,0,2,0.4404,2022-04-30
9,2292360,COVID-19,ORG,0,2,0.4404,2022-04-30
197,2292360,Paul,PERSON,0,2,0.2023,2022-04-30
198,2292360,Anthony Fauci,PERSON,0,2,0.2023,2022-04-30
197,2292360,Paul,PERSON,0,2,0.5719,2022-04-30
23,2292360,Kentucky,GPE,0,2,0.5719,2022-04-30
199,2292360,GOP,ORG,0,2,0.5719,2022-04-30
194,2292360,Senate,ORG,0,2,0.5719,2022-04-30
194,2292360,Senate,ORG,0,2,0.0,2022-04-30
200,2292360,Democrats,NORP,0,2,0.0,2022-04-30
201,2292360,Kamala Harris,PERSON,0,2,0.0,2022-04-30
197,2292360,Paul,PERSON,0,2,0.0,2022-04-30
197,2292360,Paul,PERSON,0,2,-0.4205,2022-04-30
37,2292360,U.S.,GPE,0,2,-0.5574,2022-04-30
202,2292360,Chinese,NORP,0,2,-0.5574,2022-04-30
9,2292360,COVID-19,ORG,0,2,-0.5574,2022-04-30
37,2292360,U.S.,GPE,0,2,0.2617,2022-04-30
203,2292360,China,GPE,0,2,0.2617,2022-04-30
204,2292360,Biden,PERSON,0,2,0.2617,2022-04-30
23,2292360,Kentucky,GPE,0,2,0.7579,2022-04-30
199,2292360,GOP,ORG,0,2,0.7579,2022-04-30
197,2292360,Paul,PERSON,0,2,0.7579,2022-04-30
194,2292360,Senate,ORG,0,2,0.7579,2022-04-30
3,2292360,Republican,NORP,0,2,0.7579,2022-04-30
205,2292360,Mitch McConnell,PERSON,0,2,0.7579,2022-04-30
197,2292360,Paul,PERSON,0,2,0.7579,2022-04-30
199,2292360,GOP,ORG,0,2,0.7579,2022-04-30
194,2292360,Senate,ORG,0,2,0.7579,2022-04-30
197,2292360,Paul,PERSON,0,2,0.2716,2022-04-30
194,2292360,Senate,ORG,0,2,0.2716,2022-04-30
206,2292360,McConnell,PERSON,0,2,0.296,2022-04-30
3,2292360,Republican,NORP,0,2,0.296,2022-04-30
206,2292360,McConnell,PERSON,0,2,-0.3412,2022-04-30
199,2292360,GOP,ORG,0,2,-0.3412,2022-04-30
194,2292360,Senate,ORG,0,2,-0.3412,2022-04-30
23,2292360,Kentucky,GPE,0,2,0.3818,2022-04-30
193,2292360,Republicans,NORP,0,2,0.3818,2022-04-30
12,2292360,Democratic,NORP,0,2,0.3818,2022-04-30
207,2292360,Andy Beshear,PERSON,0,2,0.3818,2022-04-30
197,2292360,Paul,PERSON,0,2,0.5106,2022-04-30
194,2292360,Senate,ORG,0,2,0.0,2022-04-30
208,2292360,Trump,PERSON,0,2,0.6249,2022-04-30
197,2292360,Paul,PERSON,0,2,0.6249,2022-04-30
209,2292360,America,GPE,0,2,0.9253,2022-04-30
194,2292360,Senate,ORG,0,2,0.6369,2022-04-30
23,2292360,Kentucky,GPE,0,2,0.6369,2022-04-30
210,2292360,Charles Booker,PERSON,0,2,0.6369,2022-04-30
200,2292360,Democrats,NORP,0,2,0.6369,2022-04-30
197,2292360,Paul,PERSON,0,2,0.6369,2022-04-30
197,2292360,Paul,PERSON,0,2,-0.1027,2022-04-30
199,2292360,GOP,ORG,0,2,-0.1027,2022-04-30
197,2292360,Paul,PERSON,0,2,-0.3818,2022-04-30
211,2292360,Booker,ORG,0,2,-0.3818,2022-04-30
211,2292360,Booker,ORG,0,2,-0.3182,2022-04-30
194,2292360,Senate,ORG,0,2,-0.3182,2022-04-30
12,2292360,Democratic,NORP,0,2,-0.3182,2022-04-30
212,2292360,Medicare,ORG,0,2,-0.0258,2022-04-30
197,2292360,Paul,PERSON,0,2,0.25,2022-04-30
211,2292360,Booker,GPE,0,2,0.25,2022-04-30
23,2292360,Kentucky,GPE,0,2,0.0,2022-04-30
61,2292360,Democrat,NORP,0,2,0.0,2022-04-30
213,2292360,the U.S. Senate,ORG,0,2,0.0,2022-04-30
214,2292360,Wendell Ford,PERSON,0,2,0.0,2022-04-30
215,2339286,NYC,ORG,0,5,0.6369,2022-05-04
9,2339286,COVID-19,PERSON,0,5,0.6369,2022-05-04
9,2339286,COVID-19,ORG,0,5,0.6369,2022-05-04
49,2339286,the United States,GPE,0,5,0.6369,2022-05-04
82,2339286,the Centers for Disease Control and Prevention,ORG,0,5,0.6369,2022-05-04
29,2339286,Ohio,GPE,0,5,0.0,2022-05-04
