node_id,article_id,entity,entity_type,topic,sentiment,cluster_id,dominant_topic,downloaded_date,node
0,426218,European,NORP,6,0.2952,4,8,2022-03-25,European_4_8
1,426218,Russian,NORP,6,0.2952,4,8,2022-03-25,Russian_4_8
0,426218,European,NORP,6,0.2952,4,8,2022-03-25,European_4_8
1,426218,Russian,NORP,6,0.2952,4,8,2022-03-25,Russian_4_8
2,426218,Russia,GPE,6,0.2952,4,8,2022-03-25,Russia_4_8
3,426218,Ukraine,GPE,6,0.2952,4,8,2022-03-25,Ukraine_4_8
4,426218,The CERN Council,ORG,6,0.2952,4,8,2022-03-25,The CERN Council_4_8
5,426218,Geneva,GPE,6,0.2952,4,8,2022-03-25,Geneva_4_8
6,426218,23,CARDINAL,6,0.2952,4,8,2022-03-25,23_4_8
7,426218,Friday,DATE,6,0.2952,4,8,2022-03-25,Friday_4_8
2,426218,Russia,GPE,6,0.2952,4,8,2022-03-25,Russia_4_8
8,426218,Belarus,ORG,6,0.2952,4,8,2022-03-25,Belarus_4_8
1,426218,Russian,NORP,6,0.2952,4,8,2022-03-25,Russian_4_8
9,426218,Feb. 24,DATE,6,0.2952,4,8,2022-03-25,Feb. 24_4_8
10,426218,CERN,GPE,6,0.2952,4,8,2022-03-25,CERN_4_8
11,426218,the European Organization for Nuclear Research,ORG,6,0.2952,4,8,2022-03-25,the European Organization for Nuclear Research_4_8
12,426218,nearly 7%,PERCENT,6,0.2952,4,8,2022-03-25,nearly 7%_4_8
13,426218,"18,000-odd",CARDINAL,6,0.2952,4,8,2022-03-25,"18,000-odd_4_8"
1,426218,Russian,NORP,6,0.2952,4,8,2022-03-25,Russian_4_8
14,426218,March 8,DATE,6,0.2952,4,8,2022-03-25,March 8_4_8
2,426218,Russia,GPE,6,0.2952,4,8,2022-03-25,Russia_4_8
2,426218,Russia,GPE,6,0.2952,4,8,2022-03-25,Russia_4_8
2,426218,Russia,GPE,6,0.2952,4,8,2022-03-25,Russia_4_8
15,426218,third,ORDINAL,6,0.2952,4,8,2022-03-25,third_4_8
16,426218,next month,DATE,6,0.2952,4,8,2022-03-25,next month_4_8
17,426218,27-kilometer,QUANTITY,6,0.2952,4,8,2022-03-25,27-kilometer_4_8
18,426218,17-mile,QUANTITY,6,0.2952,4,8,2022-03-25,17-mile_4_8
5,426218,Geneva,GPE,6,0.2952,4,8,2022-03-25,Geneva_4_8
1,426218,Russian,NORP,6,0.2952,4,8,2022-03-25,Russian_4_8
7,426218,Friday,DATE,6,0.2952,4,8,2022-03-25,Friday_4_8
10,426218,CERN,GPE,6,0.2952,4,8,2022-03-25,CERN_4_8
1,426218,Russian,NORP,6,0.2952,4,8,2022-03-25,Russian_4_8
2,426218,Russia,GPE,6,0.2952,4,8,2022-03-25,Russia_4_8
8,426218,Belarus,GPE,6,0.2952,4,8,2022-03-25,Belarus_4_8
19,426218,the Joint Institute for Nuclear Research,ORG,6,0.2952,4,8,2022-03-25,the Joint Institute for Nuclear Research_4_8
20,426218,19,CARDINAL,6,0.2952,4,8,2022-03-25,19_4_8
21,426218,Dubna,GPE,6,0.2952,4,8,2022-03-25,Dubna_4_8
2,426218,Russia,GPE,6,0.2952,4,8,2022-03-25,Russia_4_8
22,426218,More than half,CARDINAL,6,0.2952,4,8,2022-03-25,More than half_4_8
23,426218,Soviet,NORP,6,0.2952,4,8,2022-03-25,Soviet_4_8
3,426218,Ukraine,GPE,6,0.2952,4,8,2022-03-25,Ukraine_4_8
24,426218,Cuba,GPE,6,0.2952,4,8,2022-03-25,Cuba_4_8
25,426218,the Czech Republic,GPE,6,0.2952,4,8,2022-03-25,the Czech Republic_4_8
26,426218,Poland,GPE,6,0.2952,4,8,2022-03-25,Poland_4_8
27,426218,North Korea,GPE,6,0.2952,4,8,2022-03-25,North Korea_4_8
28,426218,Vietnam,GPE,6,0.2952,4,8,2022-03-25,Vietnam_4_8
29,426824,Pfizer,ORG,5,-0.9952,7,4,2022-03-25,Pfizer_7_4
30,426824,Apple,ORG,5,-0.9952,7,4,2022-03-25,Apple_7_4
31,426824,Pepsi,ORG,5,-0.9952,7,4,2022-03-25,Pepsi_7_4
32,426824,Starbucks,ORG,5,-0.9952,7,4,2022-03-25,Starbucks_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
34,426824,Deirdre Bolton,PERSON,5,-0.9952,7,4,2022-03-25,Deirdre Bolton_7_4
35,426824,Russian,NORP,5,-0.9952,7,4,2022-03-25,Russian_7_4
36,426824,Vladimir Putin,PERSON,5,-0.9952,7,4,2022-03-25,Vladimir Putin_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
38,426824,Kay Jewelers,ORG,5,-0.9952,7,4,2022-03-25,Kay Jewelers_7_4
39,426824,Zales,PERSON,5,-0.9952,7,4,2022-03-25,Zales_7_4
40,426824,March 17,DATE,5,-0.9952,7,4,2022-03-25,March 17_7_4
35,426824,Russian,NORP,5,-0.9952,7,4,2022-03-25,Russian_7_4
35,426824,Russian,NORP,5,-0.9952,7,4,2022-03-25,Russian_7_4
35,426824,Russian,NORP,5,-0.9952,7,4,2022-03-25,Russian_7_4
41,426824,March 14,DATE,5,-0.9952,7,4,2022-03-25,March 14_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
35,426824,Russian,NORP,5,-0.9952,7,4,2022-03-25,Russian_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
29,426824,Pfizer,PERSON,5,-0.9952,7,4,2022-03-25,Pfizer_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
42,426824,first,ORDINAL,5,-0.9952,7,4,2022-03-25,first_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
43,426824,Today,DATE,5,-0.9952,7,4,2022-03-25,Today_7_4
29,426824,Pfizer,ORG,5,-0.9952,7,4,2022-03-25,Pfizer_7_4
35,426824,Russian,NORP,5,-0.9952,7,4,2022-03-25,Russian_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
44,426824,March 11,DATE,5,-0.9952,7,4,2022-03-25,March 11_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
45,426824,Deutsche Bank,ORG,5,-0.9952,7,4,2022-03-25,Deutsche Bank_7_4
35,426824,Russian,NORP,5,-0.9952,7,4,2022-03-25,Russian_7_4
46,426824,2014,DATE,5,-0.9952,7,4,2022-03-25,2014_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
47,426824,non-Russian,NORP,5,-0.9952,7,4,2022-03-25,non-Russian_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
48,426824,March 10,DATE,5,-0.9952,7,4,2022-03-25,March 10_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
49,426824,Belarus,GPE,5,-0.9952,7,4,2022-03-25,Belarus_7_4
50,426824,The Western Union Company,ORG,5,-0.9952,7,4,2022-03-25,The Western Union Company_7_4
51,426824,NYSE,ORG,5,-0.9952,7,4,2022-03-25,NYSE_7_4
52,426824,WU,ORG,5,-0.9952,7,4,2022-03-25,WU_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
53,426824,American,NORP,5,-0.9952,7,4,2022-03-25,American_7_4
48,426824,March 10,DATE,5,-0.9952,7,4,2022-03-25,March 10_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
35,426824,Russian,NORP,5,-0.9952,7,4,2022-03-25,Russian_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
48,426824,March 10,DATE,5,-0.9952,7,4,2022-03-25,March 10_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
54,426824,Goldman Sachs,ORG,5,-0.9952,7,4,2022-03-25,Goldman Sachs_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
55,426824,Andrea Williams,PERSON,5,-0.9952,7,4,2022-03-25,Andrea Williams_7_4
56,426824,Japan,GPE,5,-0.9952,7,4,2022-03-25,Japan_7_4
48,426824,March 10,DATE,5,-0.9952,7,4,2022-03-25,March 10_7_4
57,426824,Fast Retailing,ORG,5,-0.9952,7,4,2022-03-25,Fast Retailing_7_4
58,426824,Uniqlo,ORG,5,-0.9952,7,4,2022-03-25,Uniqlo_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
59,426824,UNIQLO,ORG,5,-0.9952,7,4,2022-03-25,UNIQLO_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
60,426824,today,DATE,5,-0.9952,7,4,2022-03-25,today_7_4
57,426824,Fast Retailing,PERSON,5,-0.9952,7,4,2022-03-25,Fast Retailing_7_4
61,426824,March 9,DATE,5,-0.9952,7,4,2022-03-25,March 9_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
35,426824,Russian,NORP,5,-0.9952,7,4,2022-03-25,Russian_7_4
62,426824,Belarusian,NORP,5,-0.9952,7,4,2022-03-25,Belarusian_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
53,426824,American,NORP,5,-0.9952,7,4,2022-03-25,American_7_4
63,426824,March 8,DATE,5,-0.9952,7,4,2022-03-25,March 8_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
35,426824,Russian,NORP,5,-0.9952,7,4,2022-03-25,Russian_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
64,426824,Last week,DATE,5,-0.9952,7,4,2022-03-25,Last week_7_4
65,426824,Apple Pay,ORG,5,-0.9952,7,4,2022-03-25,Apple Pay_7_4
66,426824,RT News,ORG,5,-0.9952,7,4,2022-03-25,RT News_7_4
67,426824,Sputnik News,ORG,5,-0.9952,7,4,2022-03-25,Sputnik News_7_4
68,426824,App Store,PERSON,5,-0.9952,7,4,2022-03-25,App Store_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
69,426824,Apple Maps,ORG,5,-0.9952,7,4,2022-03-25,Apple Maps_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
70,426824,Ukrainian,NORP,5,-0.9952,7,4,2022-03-25,Ukrainian_7_4
31,426824,Pepsi,ORG,5,-0.9952,7,4,2022-03-25,Pepsi_7_4
71,426824,Lays,GPE,5,-0.9952,7,4,2022-03-25,Lays_7_4
72,426824,Mountain Dew,PERSON,5,-0.9952,7,4,2022-03-25,Mountain Dew_7_4
73,426824,Gatorade,GPE,5,-0.9952,7,4,2022-03-25,Gatorade_7_4
74,426824,Aquafina,GPE,5,-0.9952,7,4,2022-03-25,Aquafina_7_4
75,426824,Tropicana,ORG,5,-0.9952,7,4,2022-03-25,Tropicana_7_4
63,426824,March 8,DATE,5,-0.9952,7,4,2022-03-25,March 8_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
76,426824,Ramon Laguarta,PERSON,5,-0.9952,7,4,2022-03-25,Ramon Laguarta_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
77,426824,daily,DATE,5,-0.9952,7,4,2022-03-25,daily_7_4
78,426824,McDonald's,ORG,5,-0.9952,7,4,2022-03-25,McDonald's_7_4
53,426824,American,NORP,5,-0.9952,7,4,2022-03-25,American_7_4
63,426824,March 8,DATE,5,-0.9952,7,4,2022-03-25,March 8_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
78,426824,McDonald's,ORG,5,-0.9952,7,4,2022-03-25,McDonald's_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
63,426824,March 8,DATE,5,-0.9952,7,4,2022-03-25,March 8_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
60,426824,today,DATE,5,-0.9952,7,4,2022-03-25,today_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
32,426824,Starbucks,ORG,5,-0.9952,7,4,2022-03-25,Starbucks_7_4
79,426824,"nearly 2,000",CARDINAL,5,-0.9952,7,4,2022-03-25,"nearly 2,000_7_4"
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
32,426824,Starbucks,ORG,5,-0.9952,7,4,2022-03-25,Starbucks_7_4
63,426824,March 8,DATE,5,-0.9952,7,4,2022-03-25,March 8_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
49,426824,Belarus,GPE,5,-0.9952,7,4,2022-03-25,Belarus_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
49,426824,Belarus,GPE,5,-0.9952,7,4,2022-03-25,Belarus_7_4
80,426824,AWS,ORG,5,-0.9952,7,4,2022-03-25,AWS_7_4
81,426824,Amazon,ORG,5,-0.9952,7,4,2022-03-25,Amazon_7_4
82,426824,third,ORDINAL,5,-0.9952,7,4,2022-03-25,third_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
83,426824,New World,ORG,5,-0.9952,7,4,2022-03-25,New World_7_4
81,426824,Amazon,ORG,5,-0.9952,7,4,2022-03-25,Amazon_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
49,426824,Belarus,GPE,5,-0.9952,7,4,2022-03-25,Belarus_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
49,426824,Belarus,GPE,5,-0.9952,7,4,2022-03-25,Belarus_7_4
80,426824,AWS,ORG,5,-0.9952,7,4,2022-03-25,AWS_7_4
81,426824,Amazon,ORG,5,-0.9952,7,4,2022-03-25,Amazon_7_4
82,426824,third,ORDINAL,5,-0.9952,7,4,2022-03-25,third_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
83,426824,New World,ORG,5,-0.9952,7,4,2022-03-25,New World_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
84,426824,March 6,DATE,5,-0.9952,7,4,2022-03-25,March 6_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
49,426824,Belarus,GPE,5,-0.9952,7,4,2022-03-25,Belarus_7_4
85,426824,Stephen J. Squeri,PERSON,5,-0.9952,7,4,2022-03-25,Stephen J. Squeri_7_4
86,426824,Earlier today,TIME,5,-0.9952,7,4,2022-03-25,Earlier today_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
87,426824,American Express,ORG,5,-0.9952,7,4,2022-03-25,American Express_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
35,426824,Russian,NORP,5,-0.9952,7,4,2022-03-25,Russian_7_4
87,426824,American Express,ORG,5,-0.9952,7,4,2022-03-25,American Express_7_4
49,426824,Belarus,GPE,5,-0.9952,7,4,2022-03-25,Belarus_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
88,426824,U.S.,GPE,5,-0.9952,7,4,2022-03-25,U.S._7_4
53,426824,American,NORP,5,-0.9952,7,4,2022-03-25,American_7_4
84,426824,March 6,DATE,5,-0.9952,7,4,2022-03-25,March 6_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
89,426824,Netflix,ORG,5,-0.9952,7,4,2022-03-25,Netflix_7_4
53,426824,American,NORP,5,-0.9952,7,4,2022-03-25,American_7_4
90,426824,March 5,DATE,5,-0.9952,7,4,2022-03-25,March 5_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
91,426824,Mastercard,ORG,5,-0.9952,7,4,2022-03-25,Mastercard_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
92,426824,more than 25 years,DATE,5,-0.9952,7,4,2022-03-25,more than 25 years_7_4
93,426824,nearly 200,CARDINAL,5,-0.9952,7,4,2022-03-25,nearly 200_7_4
53,426824,American,NORP,5,-0.9952,7,4,2022-03-25,American_7_4
90,426824,March 5,DATE,5,-0.9952,7,4,2022-03-25,March 5_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
94,426824,Al Kelly,ORG,5,-0.9952,7,4,2022-03-25,Al Kelly_7_4
95,426824,Visa,ORG,5,-0.9952,7,4,2022-03-25,Visa_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
96,426824,IT & mobile,ORG,5,-0.9952,7,4,2022-03-25,IT & mobile_7_4
90,426824,March 5,DATE,5,-0.9952,7,4,2022-03-25,March 5_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
53,426824,American,NORP,5,-0.9952,7,4,2022-03-25,American_7_4
97,426824,March 4,DATE,5,-0.9952,7,4,2022-03-25,March 4_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
98,426824,Brad Smith,PERSON,5,-0.9952,7,4,2022-03-25,Brad Smith_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
97,426824,March 4,DATE,5,-0.9952,7,4,2022-03-25,March 4_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
53,426824,American,NORP,5,-0.9952,7,4,2022-03-25,American_7_4
97,426824,March 4,DATE,5,-0.9952,7,4,2022-03-25,March 4_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
49,426824,Belarus,GPE,5,-0.9952,7,4,2022-03-25,Belarus_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
49,426824,Belarus,GPE,5,-0.9952,7,4,2022-03-25,Belarus_7_4
35,426824,Russian,NORP,5,-0.9952,7,4,2022-03-25,Russian_7_4
99,426824,Origin,PERSON,5,-0.9952,7,4,2022-03-25,Origin_7_4
100,426824,EA,ORG,5,-0.9952,7,4,2022-03-25,EA_7_4
97,426824,March 4,DATE,5,-0.9952,7,4,2022-03-25,March 4_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
101,426824,Shantanu Narayen,PERSON,5,-0.9952,7,4,2022-03-25,Shantanu Narayen_7_4
102,426824,Adobe,PERSON,5,-0.9952,7,4,2022-03-25,Adobe_7_4
102,426824,Adobe,ORG,5,-0.9952,7,4,2022-03-25,Adobe_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
53,426824,American,NORP,5,-0.9952,7,4,2022-03-25,American_7_4
103,426824,March 3,DATE,5,-0.9952,7,4,2022-03-25,March 3_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
49,426824,Belarus,GPE,5,-0.9952,7,4,2022-03-25,Belarus_7_4
49,426824,Belarus,GPE,5,-0.9952,7,4,2022-03-25,Belarus_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
104,426824,German,NORP,5,-0.9952,7,4,2022-03-25,German_7_4
105,426824,Status,ORG,5,-0.9952,7,4,2022-03-25,Status_7_4
103,426824,March 3,DATE,5,-0.9952,7,4,2022-03-25,March 3_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
35,426824,Russian,NORP,5,-0.9952,7,4,2022-03-25,Russian_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
106,426824,the Group Board of Management of Volkswagen AG,ORG,5,-0.9952,7,4,2022-03-25,the Group Board of Management of Volkswagen AG_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
35,426824,Russian,NORP,5,-0.9952,7,4,2022-03-25,Russian_7_4
107,426824,Kaluga,GPE,5,-0.9952,7,4,2022-03-25,Kaluga_7_4
108,426824,Nizhny Novgorod,PERSON,5,-0.9952,7,4,2022-03-25,Nizhny Novgorod_7_4
109,426824,Swedish,NORP,5,-0.9952,7,4,2022-03-25,Swedish_7_4
110,426824,Dutch,NORP,5,-0.9952,7,4,2022-03-25,Dutch_7_4
103,426824,March 3,DATE,5,-0.9952,7,4,2022-03-25,March 3_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
49,426824,Belarus,GPE,5,-0.9952,7,4,2022-03-25,Belarus_7_4
111,426824,Inter IKEA Group,ORG,5,-0.9952,7,4,2022-03-25,Inter IKEA Group_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
49,426824,Belarus,GPE,5,-0.9952,7,4,2022-03-25,Belarus_7_4
111,426824,Inter IKEA Group,ORG,5,-0.9952,7,4,2022-03-25,Inter IKEA Group_7_4
112,426824,IKEA Industry,ORG,5,-0.9952,7,4,2022-03-25,IKEA Industry_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
105,426824,Status,ORG,5,-0.9952,7,4,2022-03-25,Status_7_4
113,426824,March 2,DATE,5,-0.9952,7,4,2022-03-25,March 2_7_4
114,426824,Familia,GPE,5,-0.9952,7,4,2022-03-25,Familia_7_4
35,426824,Russian,NORP,5,-0.9952,7,4,2022-03-25,Russian_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
35,426824,Russian,NORP,5,-0.9952,7,4,2022-03-25,Russian_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
115,426824,"The TJX Companies, Inc.",ORG,5,-0.9952,7,4,2022-03-25,"The TJX Companies, Inc._7_4"
116,426824,TJX,ORG,5,-0.9952,7,4,2022-03-25,TJX_7_4
114,426824,Familia,GPE,5,-0.9952,7,4,2022-03-25,Familia_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
117,426824,"March 2, 2022",DATE,5,-0.9952,7,4,2022-03-25,"March 2, 2022_7_4"
118,426824,Doug Mizzi,PERSON,5,-0.9952,7,4,2022-03-25,Doug Mizzi_7_4
119,426824,Scott Goldenberg,PERSON,5,-0.9952,7,4,2022-03-25,Scott Goldenberg_7_4
114,426824,Familia,GPE,5,-0.9952,7,4,2022-03-25,Familia_7_4
120,426824,Board of Directors,ORG,5,-0.9952,7,4,2022-03-25,Board of Directors_7_4
116,426824,TJX,ORG,5,-0.9952,7,4,2022-03-25,TJX_7_4
114,426824,Familia,GPE,5,-0.9952,7,4,2022-03-25,Familia_7_4
116,426824,TJX,ORG,5,-0.9952,7,4,2022-03-25,TJX_7_4
114,426824,Familia,GPE,5,-0.9952,7,4,2022-03-25,Familia_7_4
113,426824,March 2,DATE,5,-0.9952,7,4,2022-03-25,March 2_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
121,426824,H&M Group,ORG,5,-0.9952,7,4,2022-03-25,H&M Group_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
121,426824,H&M Group,ORG,5,-0.9952,7,4,2022-03-25,H&M Group_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
122,426824,Comcast,ORG,5,-0.9952,7,4,2022-03-25,Comcast_7_4
123,426824,the NBCUniversal Film and Entertainment,ORG,5,-0.9952,7,4,2022-03-25,the NBCUniversal Film and Entertainment_7_4
124,426824,NBCUniversal,ORG,5,-0.9952,7,4,2022-03-25,NBCUniversal_7_4
125,426824,March 1,DATE,5,-0.9952,7,4,2022-03-25,March 1_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
126,426824,Universal Pictures,ORG,5,-0.9952,7,4,2022-03-25,Universal Pictures_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
53,426824,American,NORP,5,-0.9952,7,4,2022-03-25,American_7_4
127,426824,Paramount Global,ORG,5,-0.9952,7,4,2022-03-25,Paramount Global_7_4
125,426824,March 1,DATE,5,-0.9952,7,4,2022-03-25,March 1_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
128,426824,The Lost City,GPE,5,-0.9952,7,4,2022-03-25,The Lost City_7_4
129,426824,Sonic,NORP,5,-0.9952,7,4,2022-03-25,Sonic_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
130,426824,Google,ORG,5,-0.9952,7,4,2022-03-25,Google_7_4
125,426824,March 1,DATE,5,-0.9952,7,4,2022-03-25,March 1_7_4
131,426824,RT & Sputnik YouTube's,ORG,5,-0.9952,7,4,2022-03-25,RT & Sputnik YouTube's_7_4
132,426824,Europe,LOC,5,-0.9952,7,4,2022-03-25,Europe_7_4
44,426824,March 11,DATE,5,-0.9952,7,4,2022-03-25,March 11_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
133,426824,Feb. 28,DATE,5,-0.9952,7,4,2022-03-25,Feb. 28_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
37,426824,Ukraine,GPE,5,-0.9952,7,4,2022-03-25,Ukraine_7_4
33,426824,Russia,GPE,5,-0.9952,7,4,2022-03-25,Russia_7_4
