article_id,tweet_id,parent_id,entity,entity_type,cluster,topic,sentiment,timestamp
821274,821274_8,0,Eastman,PERSON,2,2,-0.5267,2022-04-02 23:56:13+00:00
821274,821274_9,0,Republicans,NORP,2,2,-0.5267,2022-04-03 05:13:05+00:00
821274,821274_9,0,Rep Madison Cawthorn,PERSON,2,2,-0.5267,2022-04-03 05:13:05+00:00
821274,821274_10,0,Ted Cruz,PERSON,2,2,0.0,2022-04-03 09:49:37+00:00
821274,821274_10,0,Jim Jordan,PERSON,2,2,0.0,2022-04-03 09:49:37+00:00
821274,821274_11,0,Republicans,NORP,2,2,-0.9287,2022-04-03 13:08:43+00:00
821274,821274_11,0,Rep Madison Cawthorn,PERSON,2,2,-0.9287,2022-04-03 13:08:43+00:00
821274,821274_11,0,Truth,NORP,2,2,-0.9287,2022-04-03 13:08:43+00:00
821274,821274_11,0,Republican,NORP,2,2,-0.9287,2022-04-03 13:08:43+00:00
821274,821274_11,0,Christian,NORP,2,2,-0.9287,2022-04-03 13:08:43+00:00
821274,821274_12,0,Republicans,NORP,2,2,-0.5267,2022-04-03 15:50:17+00:00
821274,821274_12,0,Rep Madison Cawthorn,PERSON,2,2,-0.5267,2022-04-03 15:50:17+00:00
821274,821274_13,0,Republicans,NORP,2,2,-0.3182,2022-04-03 15:51:21+00:00
821274,821274_13,0,Republicans,NORP,2,2,-0.3182,2022-04-03 15:51:21+00:00
821274,821274_13,0,Rep Madison Cawthorn,PERSON,2,2,-0.3182,2022-04-03 15:51:21+00:00
821274,821274_14,0,Hmm Controversial,ORG,2,2,-0.6249,2022-04-03 17:36:32+00:00
821274,821274_14,0,Republicans,NORP,2,2,-0.6249,2022-04-03 17:36:32+00:00
821274,821274_15,0,YAS Cocaine,ORG,2,2,-0.9341,2022-04-03 22:58:40+00:00
821274,821274_16,0,Republicans,NORP,2,2,-0.6249,2022-04-04 00:42:20+00:00
821274,821274_17,0,Republicans,NORP,2,2,-0.5267,2022-04-04 02:23:56+00:00
821274,821274_17,0,Rep Madison Cawthorn,PERSON,2,2,-0.5267,2022-04-04 02:23:56+00:00
821274,821274_18,0,Republicans,NORP,2,2,0.4215,2022-04-10 16:17:15+00:00
821274,821274_18,0,Rep Madison Cawthorn GOPLeader,PERSON,2,2,0.4215,2022-04-10 16:17:15+00:00
821274,821274_18,0,White Supremacist,ORG,2,2,0.4215,2022-04-10 16:17:15+00:00
821274,821274_18,0,Lynching Justice,ORG,2,2,0.4215,2022-04-10 16:17:15+00:00
821274,821274_18,0,Kevin,PERSON,2,2,0.4215,2022-04-10 16:17:15+00:00
821274,821274_19,0,SundayMorning McCarthy Cawthorn Congress,ORG,2,2,0.2732,2022-04-10 16:25:58+00:00
821274,821274_19,0,White Supremacist,ORG,2,2,0.2732,2022-04-10 16:25:58+00:00
821274,821274_20,0,McCarthy Cawthorn Congress,ORG,2,2,0.2732,2022-04-10 16:26:36+00:00
821274,821274_20,0,White Supremacist,ORG,2,2,0.2732,2022-04-10 16:26:36+00:00
821274,821274_21,0,Republicans,NORP,2,2,-0.5267,2022-04-01 23:52:56+00:00
821274,821274_21,0,Rep Madison Cawthorn,PERSON,2,2,-0.5267,2022-04-01 23:52:56+00:00
821274,821274_21_31302420,821274_21,bensiegel rachelvscott idiot,PERSON,2,2,-0.5106,2022-04-02T00:20:55+0000
821274,821274_22,0,Republicans,NORP,2,2,-0.5267,2022-04-02 08:13:09+00:00
821274,821274_22,0,Rep Madison Cawthorn,PERSON,2,2,-0.5267,2022-04-02 08:13:09+00:00
821274,821274_22_1483488735270477830,821274_22,Republikkkan,NORP,2,2,-0.836,2022-04-02T08:38:00+0000
821274,821274_23,0,Republicans,NORP,2,2,-0.5267,2022-04-04 03:01:06+00:00
821274,821274_23,0,Rep Madison Cawthorn,PERSON,2,2,-0.5267,2022-04-04 03:01:06+00:00
821274,821274_23_1222636211061305345,821274_23,congress,ORG,2,2,-0.4588,2022-04-04T03:01:06+0000
821274,821274_24,0,Republicans,NORP,2,2,-0.5267,2022-04-02 15:15:08+00:00
821274,821274_24,0,Rep Madison Cawthorn,PERSON,2,2,-0.5267,2022-04-02 15:15:08+00:00
821274,821274_24_1222636211061305345,821274_24,Media,GPE,2,2,0.0772,2022-04-02T15:15:08+0000
821274,821274_24_1222636211061305345_1222636211061305345,821274_24_1222636211061305345,Putin,PERSON,2,2,-0.4588,2022-04-02T15:18:16+0000
821274,821274_25,0,Republicans,NORP,2,2,-0.5267,2022-04-03 16:39:46+00:00
821274,821274_25,0,Rep Madison Cawthorn,PERSON,2,2,-0.5267,2022-04-03 16:39:46+00:00
821274,821274_25_17967221,821274_25,Republicans,NORP,2,2,-0.7351,2022-04-03T16:47:23+0000
821274,821274_25_17967221,821274_25,Cawthorn,ORG,2,2,-0.7351,2022-04-03T16:47:23+0000
821274,821274_25_17967221,821274_25,Capitol,ORG,2,2,-0.7351,2022-04-03T16:47:23+0000
821274,821274_26,0,Republicans,NORP,2,2,-0.1779,2022-04-04 13:14:26+00:00
821274,821274_26,0,Rep Madison Cawthorn,PERSON,2,2,-0.1779,2022-04-04 13:14:26+00:00
821274,821274_26,0,Gay Asked,PERSON,2,2,-0.1779,2022-04-04 13:14:26+00:00
821274,821274_26,0,Ted Haggard,PERSON,2,2,-0.1779,2022-04-04 13:14:26+00:00
824475,824475_1,0,Pentagon,ORG,4,0,0.0,2022-03-29 02:03:02+00:00
824475,824475_2,0,Pentagon,ORG,4,0,0.0,2022-03-29 02:03:02+00:00
824475,824475_4,0,Pentagon,ORG,4,0,0.0,2022-03-29 04:26:39+00:00
824475,824475_5,0,Pentagon,ORG,4,0,0.0,2022-03-29 06:44:34+00:00
824475,824475_6,0,Pentagon,ORG,4,0,0.0,2022-03-29 07:57:04+00:00
824475,824475_8,0,NewsFlash,ORG,4,0,0.0,2022-03-29 11:00:14+00:00
824475,824475_8,0,Pentagon,ORG,4,0,0.0,2022-03-29 11:00:14+00:00
824475,824475_9,0,Pentagon,ORG,4,0,0.0,2022-03-29 16:49:22+00:00
824475,824475_13,0,Pentagon,ORG,4,0,0.0,2022-03-29 04:27:56+00:00
824475,824475_13_425680438,824475_13,United States,GPE,4,0,-0.743,2022-03-29T05:12:14+0000
824475,824475_13_425680438,824475_13,Cuba,GPE,4,0,-0.743,2022-03-29T05:12:14+0000
824475,824475_13_425680438,824475_13,Soviets,NORP,4,0,-0.743,2022-03-29T05:12:14+0000
824475,824475_13_425680438,824475_13,NATO,ORG,4,0,-0.743,2022-03-29T05:12:14+0000
824475,824475_13_425680438_11769862,824475_13_425680438,NATO,ORG,4,0,-0.4588,2022-03-29T05:18:12+0000
824475,824475_13_425680438_11769862,824475_13_425680438,NATO,ORG,4,0,-0.4588,2022-03-29T05:18:12+0000
824475,824475_13_820395018074529792,824475_13,Turkish,NORP,4,0,0.6808,2022-03-29T05:22:31+0000
824475,824475_13_820395018074529792,824475_13,Turkish,NORP,4,0,0.6808,2022-03-29T05:24:42+0000
824475,824475_13_820395018074529792,824475_13,Turkish,NORP,4,0,0.6808,2022-03-29T05:26:29+0000
824475,824475_13_820395018074529792,824475_13,Ukrainian,NORP,4,0,0.6808,2022-03-29T05:22:31+0000
824475,824475_13_820395018074529792,824475_13,Ukrainian,NORP,4,0,0.6808,2022-03-29T05:24:42+0000
824475,824475_13_820395018074529792,824475_13,Ukrainian,NORP,4,0,0.6808,2022-03-29T05:26:29+0000
825466,825466_1,0,Smith,ORG,8,0,-0.25,2022-04-01 23:10:11+00:00
825466,825466_1,0,Academy,ORG,8,0,-0.25,2022-04-01 23:10:11+00:00
825466,825466_1,0,Chris Rock,PERSON,8,0,-0.25,2022-04-01 23:10:11+00:00
825466,825466_2,0,Smith,GPE,8,0,-0.3182,2022-04-01 23:14:25+00:00
825466,825466_2,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-01 23:14:25+00:00
825466,825466_3,0,Smith,GPE,8,0,-0.3182,2022-04-01 23:14:44+00:00
825466,825466_3,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-01 23:14:44+00:00
825466,825466_4,0,Smith,GPE,8,0,-0.3182,2022-04-01 23:14:54+00:00
825466,825466_4,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-01 23:14:54+00:00
825466,825466_5,0,Riddance Smith,PERSON,8,0,-0.3182,2022-04-01 23:15:11+00:00
825466,825466_5,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-01 23:15:11+00:00
825466,825466_6,0,Smith,GPE,8,0,-0.3182,2022-04-01 23:15:18+00:00
825466,825466_6,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-01 23:15:18+00:00
825466,825466_7,0,Smith,GPE,8,0,-0.3182,2022-04-01 23:15:24+00:00
825466,825466_7,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-01 23:15:24+00:00
825466,825466_8,0,Smith,GPE,8,0,-0.3182,2022-04-01 23:16:57+00:00
825466,825466_8,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-01 23:16:57+00:00
825466,825466_9,0,Smith,GPE,8,0,0.7184,2022-04-01 23:18:23+00:00
825466,825466_9,0,l Academy Motion Picture Arts Sciences,ORG,8,0,0.7184,2022-04-01 23:18:23+00:00
825466,825466_9,0,Chris Rock,PERSON,8,0,0.7184,2022-04-01 23:18:23+00:00
825466,825466_9,0,Oscars,GPE,8,0,0.7184,2022-04-01 23:18:23+00:00
825466,825466_10,0,Smith,GPE,8,0,-0.3182,2022-04-01 23:18:30+00:00
825466,825466_10,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-01 23:18:30+00:00
825466,825466_11,0,Smith,GPE,8,0,-0.3182,2022-04-01 23:19:06+00:00
825466,825466_11,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-01 23:19:06+00:00
825466,825466_12,0,Smith,ORG,8,0,-0.25,2022-04-01 23:19:12+00:00
825466,825466_12,0,Academy Motion Picture Arts Sciences,ORG,8,0,-0.25,2022-04-01 23:19:12+00:00
825466,825466_12,0,Chris Rock,PERSON,8,0,-0.25,2022-04-01 23:19:12+00:00
825466,825466_14,0,Smith,GPE,8,0,-0.3182,2022-04-01 23:23:05+00:00
825466,825466_14,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-01 23:23:05+00:00
825466,825466_15,0,ALERT BREAKING Smith,ORG,8,0,0.1613,2022-04-01 23:23:10+00:00
825466,825466_15,0,Chris Rock,PERSON,8,0,0.1613,2022-04-01 23:23:10+00:00
825466,825466_17,0,GjOpUxrtEm,PERSON,8,0,0.0,2022-04-01 23:25:24+00:00
825466,825466_18,0,Smith,GPE,8,0,-0.3182,2022-04-01 23:26:55+00:00
825466,825466_18,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-01 23:26:55+00:00
825466,825466_19,0,Smith,GPE,8,0,-0.3182,2022-04-01 23:31:02+00:00
825466,825466_19,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-01 23:31:02+00:00
825466,825466_20,0,Smith,GPE,8,0,-0.3182,2022-04-01 23:31:05+00:00
825466,825466_20,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-01 23:31:05+00:00
825466,825466_21,0,Smith,GPE,8,0,-0.3182,2022-04-01 23:32:59+00:00
825466,825466_21,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-01 23:32:59+00:00
825466,825466_22,0,Smith,GPE,8,0,-0.3182,2022-04-01 23:35:15+00:00
825466,825466_22,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-01 23:35:15+00:00
825466,825466_23,0,Smith,GPE,8,0,-0.3182,2022-04-01 23:35:26+00:00
825466,825466_23,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-01 23:35:26+00:00
825466,825466_24,0,WillSmith,ORG,8,0,-0.3182,2022-04-01 23:42:06+00:00
825466,825466_25,0,Smith,GPE,8,0,-0.3182,2022-04-01 23:42:59+00:00
825466,825466_25,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-01 23:42:59+00:00
825466,825466_27,0,Smith,GPE,8,0,-0.3182,2022-04-01 23:58:16+00:00
825466,825466_27,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-01 23:58:16+00:00
825466,825466_28,0,Smith,GPE,8,0,-0.3182,2022-04-02 00:01:57+00:00
825466,825466_28,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-02 00:01:57+00:00
825466,825466_29,0,Smith,GPE,8,0,-0.3182,2022-04-02 00:03:33+00:00
825466,825466_29,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-02 00:03:33+00:00
825466,825466_30,0,Smith,GPE,8,0,-0.3182,2022-04-02 00:35:07+00:00
825466,825466_30,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-02 00:35:07+00:00
825466,825466_30,0,nDkguVbyev,ORG,8,0,-0.3182,2022-04-02 00:35:07+00:00
825466,825466_31,0,Smith,GPE,8,0,-0.3182,2022-04-02 01:34:04+00:00
825466,825466_31,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-02 01:34:04+00:00
825466,825466_32,0,Smith,GPE,8,0,-0.3182,2022-04-02 02:23:52+00:00
825466,825466_32,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-02 02:23:52+00:00
825466,825466_33,0,Smith,GPE,8,0,-0.6486,2022-04-02 02:28:13+00:00
825466,825466_33,0,Chris Rock,PERSON,8,0,-0.6486,2022-04-02 02:28:13+00:00
825466,825466_34,0,WillSmith,ORG,8,0,-0.3182,2022-04-02 02:30:53+00:00
825466,825466_34,0,TheAcademy,ORG,8,0,-0.3182,2022-04-02 02:30:53+00:00
825466,825466_35,0,Smith,GPE,8,0,-0.3182,2022-04-02 02:38:14+00:00
825466,825466_35,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-02 02:38:14+00:00
825466,825466_36,0,Smith,GPE,8,0,-0.3182,2022-04-02 05:24:09+00:00
825466,825466_36,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-02 05:24:09+00:00
825466,825466_38,0,Smith,GPE,8,0,-0.3182,2022-04-02 09:20:00+00:00
825466,825466_38,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-02 09:20:00+00:00
825466,825466_38,0,TOEIC,ORG,8,0,-0.3182,2022-04-02 09:20:00+00:00
825466,825466_39,0,Smith,GPE,8,0,0.6705,2022-04-02 13:28:27+00:00
825466,825466_39,0,Chris Rock,PERSON,8,0,0.6705,2022-04-02 13:28:27+00:00
825466,825466_40,0,WillSmith,ORG,8,0,-0.3182,2022-04-02 15:19:23+00:00
825466,825466_40,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-02 15:19:23+00:00
825466,825466_41,0,Smith,GPE,8,0,-0.3182,2022-04-02 15:20:29+00:00
825466,825466_41,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-02 15:20:29+00:00
825466,825466_42,0,Smith,GPE,8,0,-0.4939,2022-04-02 18:50:17+00:00
825466,825466_42,0,Chris Rock,PERSON,8,0,-0.4939,2022-04-02 18:50:17+00:00
825466,825466_42,0,Jada,PERSON,8,0,-0.4939,2022-04-02 18:50:17+00:00
825466,825466_42,0,Chris Rock,ORG,8,0,-0.4939,2022-04-02 18:50:17+00:00
825466,825466_42,0,Smith,GPE,8,0,-0.4939,2022-04-02 18:50:17+00:00
825466,825466_43,0,FALLOUT Academy,ORG,8,0,0.3034,2022-04-03 02:00:00+00:00
825466,825466_43,0,Smith,PERSON,8,0,0.3034,2022-04-03 02:00:00+00:00
825466,825466_43,0,Smith,ORG,8,0,0.3034,2022-04-03 02:00:00+00:00
825466,825466_43,0,Chris Rock,PERSON,8,0,0.3034,2022-04-03 02:00:00+00:00
825466,825466_44,0,Smith,GPE,8,0,-0.3182,2022-04-03 18:12:02+00:00
825466,825466_44,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-03 18:12:02+00:00
825466,825466_45,0,Smith,GPE,8,0,-0.3182,2022-04-04 13:41:31+00:00
825466,825466_45,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-04 13:41:31+00:00
825466,825466_46,0,SMITH,ORG,8,0,0.0857,2022-04-04 16:23:54+00:00
825466,825466_46,0,Oscars,ORG,8,0,0.0857,2022-04-04 16:23:54+00:00
825466,825466_46,0,TheView,ORG,8,0,0.0857,2022-04-04 16:23:54+00:00
825466,825466_47,0,Smith,GPE,8,0,-0.3182,2022-04-04 16:56:43+00:00
825466,825466_47,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-04 16:56:43+00:00
825466,825466_48,0,SMITH,ORG,8,0,0.0857,2022-04-04 22:00:02+00:00
825466,825466_48,0,Oscars,ORG,8,0,0.0857,2022-04-04 22:00:02+00:00
825466,825466_48,0,TheView,ORG,8,0,0.0857,2022-04-04 22:00:02+00:00
825466,825466_49,0,Smith,GPE,8,0,-0.3182,2022-04-05 03:05:25+00:00
825466,825466_49,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-05 03:05:25+00:00
825466,825466_49,0,Meredith Deliso,PERSON,8,0,-0.3182,2022-04-05 03:05:25+00:00
825466,825466_50,0,Smith,GPE,8,0,-0.3182,2022-04-05 18:18:53+00:00
825466,825466_50,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-05 18:18:53+00:00
825466,825466_51,0,Smith,GPE,8,0,-0.3182,2022-04-01 23:14:25+00:00
825466,825466_51,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-01 23:14:25+00:00
825466,825466_52,0,Smith,GPE,8,0,0.0,2022-04-01 23:17:07+00:00
825466,825466_52,0,Chris,PERSON,8,0,0.0,2022-04-01 23:17:07+00:00
825466,825466_53,0,Smith,GPE,8,0,0.1779,2022-04-01 23:25:23+00:00
825466,825466_53,0,Chris Rock,PERSON,8,0,0.1779,2022-04-01 23:25:23+00:00
825466,825466_53,0,LISTEN WillSmith,ORG,8,0,0.1779,2022-04-01 23:25:23+00:00
825466,825466_53,0,Academy co,ORG,8,0,0.1779,2022-04-01 23:25:23+00:00
825466,825466_54,0,Smith,GPE,8,0,-0.3182,2022-04-01 23:27:07+00:00
825466,825466_54,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-01 23:27:07+00:00
825466,825466_55,0,Smith,GPE,8,0,-0.3182,2022-04-02 00:05:26+00:00
825466,825466_55,0,Academy,ORG,8,0,-0.3182,2022-04-02 00:05:26+00:00
825466,825466_55,0,Smith,GPE,8,0,-0.3182,2022-04-02 00:05:26+00:00
825466,825466_55,0,Tom Hanks,PERSON,8,0,-0.3182,2022-04-02 00:05:26+00:00
825466,825466_55_1220221958551408641,825466_55,Oscar,PERSON,8,0,0.0,2022-04-02T15:52:07+0000
825466,825466_56,0,Smith,GPE,8,0,-0.3182,2022-04-02 01:27:29+00:00
825466,825466_56,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-02 01:27:29+00:00
825466,825466_56_1222636211061305345,825466_56,Smith,GPE,8,0,0.3182,2022-04-02T01:27:29+0000
825466,825466_56_1222636211061305345,825466_56,BLM,ORG,8,0,0.3182,2022-04-02T01:27:29+0000
825466,825466_57,0,Smith,GPE,8,0,-0.3182,2022-04-01 23:19:39+00:00
825466,825466_57,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-01 23:19:39+00:00
825466,825466_57_22775739,825466_57,Ballyhoo,ORG,8,0,0.2263,2022-04-01T23:33:20+0000
825466,825466_58,0,Smith,GPE,8,0,-0.3182,2022-04-01 23:21:55+00:00
825466,825466_58,0,Chris Rock,PERSON,8,0,-0.3182,2022-04-01 23:21:55+00:00
825466,825466_58_884504897558892545,825466_58,Yawn,PERSON,8,0,0.0,2022-04-01T23:49:13+0000
825466,825466_58_275865954,825466_58,Smart,GPE,8,0,0.0772,2022-04-01T23:52:25+0000
825466,825466_59,0,Breaking Smith,PERSON,8,0,-0.25,2022-04-01 23:15:18+00:00
825466,825466_59,0,Chris Rock,PERSON,8,0,-0.25,2022-04-01 23:15:18+00:00
825466,825466_59_758114193895665664,825466_59,kick make,PERSON,8,0,0.128,2022-04-01T23:25:53+0000
825466,825466_59_1039929312391049216,825466_59,TeeBern,ORG,8,0,0.0258,2022-04-01T23:57:08+0000
825466,825466_59_1039929312391049216_1376716168791212037,825466_59_1039929312391049216,JemezStargazer TeeBern,ORG,8,0,0.4215,2022-04-02T00:03:46+0000
825466,825466_59_3018201986,825466_59,Donald Mark Meadows,PERSON,8,0,0.6502,2022-04-01T23:58:08+0000
825466,825466_59_3018201986,825466_59,Peter Sorvino,PERSON,8,0,0.6502,2022-04-01T23:58:08+0000
825466,825466_59_1351682436795674631,825466_59,GeauxBiden,ORG,8,0,-0.3182,2022-04-02T01:05:23+0000
825466,825466_59_1351682436795674631,825466_59,QUIT,ORG,8,0,-0.3182,2022-04-02T01:05:23+0000
848839,848839_1,0,House,ORG,2,4,0.0,2022-04-02 05:29:03+00:00
848839,848839_1,0,HfKdgwGhBD,PERSON,2,4,0.0,2022-04-02 05:29:03+00:00
848839,848839_2,0,House,ORG,2,4,0.0,2022-04-02 05:29:03+00:00
848839,848839_3,0,House,ORG,2,4,0.0,2022-04-02 05:37:04+00:00
848839,848839_4,0,House,ORG,2,4,0.0,2022-04-02 06:06:03+00:00
848839,848839_8,0,House,ORG,2,4,0.0,2022-04-02 10:23:44+00:00
848839,848839_9,0,Cheeto Mussolini Committee,ORG,2,4,-0.7184,2022-04-02 15:07:21+00:00
848839,848839_9,0,DOJ Criminal,ORG,2,4,-0.7184,2022-04-02 15:07:21+00:00
848839,848839_9,0,United States Obstruction,ORG,2,4,-0.7184,2022-04-02 15:07:21+00:00
848839,848839_10,0,House,ORG,2,4,0.0,2022-04-02 15:25:02+00:00
848839,848839_11,0,House,ORG,2,4,-0.4404,2022-04-02 15:40:29+00:00
848839,848839_11,0,Grand,PERSON,2,4,-0.4404,2022-04-02 15:40:29+00:00
848839,848839_11,0,Georgia,GPE,2,4,-0.4404,2022-04-02 15:40:29+00:00
848839,848839_12,0,House,ORG,2,4,0.0,2022-04-02 15:58:10+00:00
848839,848839_13,0,House,ORG,2,4,0.0,2022-04-02 18:00:47+00:00
848839,848839_14,0,House,ORG,2,4,-0.8825,2022-04-02 19:25:56+00:00
848839,848839_14,0,CRIMINAL,ORG,2,4,-0.8825,2022-04-02 19:25:56+00:00
848839,848839_15,0,Ginni Thomas Committee,PERSON,2,4,0.2732,2022-04-02 20:39:07+00:00
848839,848839_15,0,jBvLGFIkvf,ORG,2,4,0.2732,2022-04-02 20:39:07+00:00
848839,848839_17,0,House,ORG,2,4,0.0,2022-04-03 02:27:52+00:00
848839,848839_19,0,House,ORG,2,4,0.0,2022-04-03 06:50:01+00:00
848839,848839_22,0,House,ORG,2,4,-0.3612,2022-04-02 14:47:40+00:00
848839,848839_22_477263399,848839_22,Stupid,ORG,2,4,-0.128,2022-04-04T02:10:43+0000
848839,848839_23,0,House,ORG,2,4,0.0,2022-04-03 00:40:02+00:00
848839,848839_24,0,House,ORG,2,4,0.0,2022-04-02 18:35:01+00:00
848839,848839_25,0,House,ORG,2,4,-0.5859,2022-04-02 10:04:22+00:00
848839,848839_25,0,Jan,PERSON,2,4,-0.5859,2022-04-02 10:04:22+00:00
848839,848839_25,0,Merrick Garland,PERSON,2,4,-0.5859,2022-04-02 10:04:22+00:00
848839,848839_25_3389804685,848839_25,Democrats,NORP,2,4,0.0,2022-04-02T10:05:52+0000
848839,848839_25_1467810755991023621,848839_25,Mark,PERSON,2,4,0.0,2022-04-02T10:06:20+0000
848839,848839_25_1467810755991023621,848839_25,Clarence Thomas,PERSON,2,4,0.0,2022-04-02T10:06:20+0000
848839,848839_25_444502392_592470324,848839_25_444502392,RickNickeson,ORG,2,4,0.0,2022-04-02T10:39:59+0000
848839,848839_25_311360360,848839_25,serious injustices federal government,ORG,2,4,-0.5267,2022-04-02T10:12:12+0000
848839,848839_25_311360360,848839_25,Jump,PERSON,2,4,-0.5267,2022-04-02T10:12:12+0000
848839,848839_25_311360360_1401906676865904645,848839_25_311360360,Found,GPE,2,4,0.0,2022-04-02T10:38:10+0000
848839,848839_25_311360360_1088133135823523842,848839_25_311360360,jeffcharltons,PERSON,2,4,0.0,2022-04-02T11:04:29+0000
848839,848839_25_311360360_967883757993824256,848839_25_311360360,Incoming Trumpers,PERSON,2,4,-0.4404,2022-04-02T11:46:08+0000
848839,848839_25_1507129076988977160,848839_25,MSM,ORG,2,4,-0.5994,2022-04-02T10:17:23+0000
848839,848839_25_1507129076988977160,848839_25,Create,ORG,2,4,-0.5994,2022-04-02T10:17:23+0000
848839,848839_25_1064718152,848839_25,DOJ,ORG,2,4,0.0,2022-04-02T10:17:58+0000
848839,848839_25_1064718152,848839_25,Russians,NORP,2,4,0.0,2022-04-02T10:17:58+0000
848839,848839_25_1064718152,848839_25,Federal LE,ORG,2,4,0.0,2022-04-02T10:17:58+0000
848839,848839_25_792384363476447232,848839_25,Protest Riot Insurrection,PERSON,2,4,-0.6808,2022-04-02T10:18:19+0000
848839,848839_25_1248297421467267084,848839_25,Please,ORG,2,4,0.368,2022-04-02T10:21:30+0000
848839,848839_25_1248297421467267084,848839_25,MALWARE,ORG,2,4,0.368,2022-04-02T10:21:30+0000
848839,848839_25_819213526472523777,848839_25,TDS,ORG,2,4,0.0,2022-04-02T10:28:04+0000
848839,848839_25_986635082361323520,848839_25,fed,ORG,2,4,-0.6808,2022-04-02T10:30:25+0000
848839,848839_25_986635082361323520_592470324,848839_25_986635082361323520,VP,PERSON,2,4,0.0,2022-04-02T10:37:50+0000
848839,848839_25_1368799567190237188,848839_25,USC,ORG,2,4,-0.7269,2022-04-02T10:33:26+0000
848839,848839_25_1368799567190237188_1088133135823523842,848839_25_1368799567190237188,Republicans,NORP,2,4,0.7579,2022-04-02T11:01:59+0000
848839,848839_25_1368799567190237188_1088133135823523842,848839_25_1368799567190237188,House,ORG,2,4,0.7579,2022-04-02T11:01:59+0000
848839,848839_25_1368799567190237188_1088133135823523842,848839_25_1368799567190237188,Garland,GPE,2,4,0.7579,2022-04-02T11:01:59+0000
848839,848839_25_1368799567190237188_1088133135823523842,848839_25_1368799567190237188,Democrats,NORP,2,4,0.7579,2022-04-02T11:01:59+0000
848839,848839_25_1509466293203873797,848839_25,White House,ORG,2,4,-0.1027,2022-04-02T10:34:47+0000
848839,848839_25_1301612920070197264,848839_25,Garland,GPE,2,4,-0.5859,2022-04-02T10:35:51+0000
848839,848839_25_1301612920070197264_1471168030478503944,848839_25_1301612920070197264,supreme court,ORG,2,4,0.5574,2022-04-02T12:36:33+0000
848839,848839_25_1401906676865904645,848839_25,Laptop,ORG,2,4,0.0,2022-04-02T10:39:08+0000
848839,848839_25_961884498261626880,848839_25,当俄罗斯在川普的建议下曝光拜登之子的丑闻后 这种情况是意料之中的,PERSON,2,4,0.0,2022-04-02T10:44:07+0000
848839,848839_25_961884498261626880,848839_25,Chinese,NORP,2,4,0.0,2022-04-02T10:44:07+0000
848839,848839_25_1355520603265126401,848839_25,CNNPolitics,NORP,2,4,-0.5719,2022-04-02T10:52:10+0000
848839,848839_25_1355520603265126401,848839_25,CNNPolitics,NORP,2,4,-0.5719,2022-04-02T10:57:12+0000
848839,848839_25_1350090665904975875,848839_25,indians,NORP,2,4,-0.9403,2022-04-02T10:55:45+0000
848839,848839_25_1355520603265126401,848839_25,Democrats,NORP,2,4,-0.5423,2022-04-02T10:52:10+0000
848839,848839_25_1355520603265126401,848839_25,Democrats,NORP,2,4,-0.5423,2022-04-02T10:57:12+0000
848839,848839_25_1049046394005114880,848839_25,democrat,NORP,2,4,-0.3612,2022-04-02T11:19:01+0000
848839,848839_25_3647223141,848839_25,Jan,PERSON,2,4,-0.2415,2022-04-02T11:48:47+0000
848839,848839_25_3647223141,848839_25,FBI,ORG,2,4,-0.2415,2022-04-02T11:48:47+0000
848839,848839_25_705580346251804672,848839_25,America,GPE,2,4,-0.1779,2022-04-02T12:00:02+0000
