article_id,tweet_id,parent_id,entity,entity_type,cluster,topic,sentiment,timestamp
413742,413742_23,0,Smith Oscar,PERSON,8,9,-0.2263,2022-03-29 05:34:40+00:00
413742,413742_24,0,Comedians,NORP,8,9,-0.2263,2022-03-29 15:41:10+00:00
413742,413742_24,0,Smith Oscar,PERSON,8,9,-0.2263,2022-03-29 15:41:10+00:00
413742,413742_25,0,Smith,ORG,8,9,-0.5221,2022-03-29 19:49:05+00:00
413742,413742_25,0,Chris Rock,PERSON,8,9,-0.5221,2022-03-29 19:49:05+00:00
413742,413742_26,0,Comedians,NORP,8,9,-0.6124,2022-03-29 20:34:05+00:00
413742,413742_26,0,Smith Oscar,PERSON,8,9,-0.6124,2022-03-29 20:34:05+00:00
413742,413742_26,0,MarkHamill,ORG,8,9,-0.6124,2022-03-29 20:34:05+00:00
413742,413742_27,0,Comedians,NORP,8,9,-0.2263,2022-03-30 12:24:12+00:00
413742,413742_27,0,Smith Oscar,PERSON,8,9,-0.2263,2022-03-30 12:24:12+00:00
413742,413742_28,0,Smith,GPE,8,9,0.1761,2022-03-28 21:08:14+00:00
413742,413742_28,0,Chris Rock,PERSON,8,9,0.1761,2022-03-28 21:08:14+00:00
413742,413742_28_2907573811,413742_28,Kanye West,ORG,8,9,0.5267,2022-03-28T22:26:21+0000
413742,413742_29,0,Smith,GPE,8,9,-0.2023,2022-03-28 18:20:03+00:00
413742,413742_29,0,Chris Rock,PERSON,8,9,-0.2023,2022-03-28 18:20:03+00:00
413742,413742_29_17542901_1401276105647083522,413742_29_17542901,nikkibenz ABCWorldNews gj boo hoo cry,PERSON,8,9,-0.5859,2022-03-30T07:24:02+0000
413742,413742_29_17542901_1401276105647083522,413742_29_17542901,sarah b stanley,PERSON,8,9,-0.5859,2022-03-30T07:24:02+0000
413742,413742_29_299990014,413742_29,Smith,ORG,8,9,-0.6597,2022-03-28T19:27:29+0000
413742,413742_29_299990014,413742_29,Chris,PERSON,8,9,-0.6597,2022-03-28T19:27:29+0000
413742,413742_29_299990014_1390211476179361792,413742_29_299990014,la la,PERSON,8,9,-0.3612,2022-03-28T19:29:30+0000
413742,413742_29_1501638111633235971,413742_29,TheAcademy,ORG,8,9,0.5423,2022-03-28T22:31:59+0000
413742,413742_29_1501638111633235971,413742_29,WillSmith,ORG,8,9,0.5423,2022-03-28T22:31:59+0000
413742,413742_29_1501638111633235971,413742_29,TheAcademy,ORG,8,9,0.5423,2022-03-28T22:31:59+0000
413742,413742_29_1501638111633235971,413742_29,WillSmith,ORG,8,9,0.5423,2022-03-28T22:31:59+0000
413742,413742_29_1474054665742467076,413742_29,IJS,ORG,8,9,0.6841,2022-03-28T22:44:43+0000
413742,413742_29_1435754514359930883,413742_29,WNT,ORG,8,9,0.2732,2022-03-28T22:47:52+0000
413742,413742_30,0,Smith,ORG,8,9,-0.5221,2022-03-28 17:07:31+00:00
413742,413742_30,0,Chris Rock,PERSON,8,9,-0.5221,2022-03-28 17:07:31+00:00
413742,413742_30_1507801772739338240,413742_30,YswmIqxasg,NORP,8,9,0.0,2022-03-28T17:07:53+0000
413742,413742_30_1507801772739338240,413742_30,YswmIqxasg,NORP,8,9,0.0,2022-03-28T17:09:04+0000
413742,413742_30_718641865080221697,413742_30,Chris,PERSON,8,9,-0.8689,2022-03-28T17:08:08+0000
413742,413742_30_718641865080221697,413742_30,Smith,ORG,8,9,-0.8689,2022-03-28T17:08:08+0000
413742,413742_30_718641865080221697,413742_30,Chris Rock,PERSON,8,9,-0.8689,2022-03-28T17:08:08+0000
413742,413742_30_718641865080221697_1456583566649749505,413742_30_718641865080221697,Smith,PERSON,8,9,-0.8176,2022-03-28T17:09:06+0000
413742,413742_30_718641865080221697_1456583566649749505,413742_30_718641865080221697,Violent Dumbass,PERSON,8,9,-0.8176,2022-03-28T17:09:06+0000
413742,413742_30_718641865080221697_1456069658201579523,413742_30_718641865080221697,Nope Smith,PERSON,8,9,0.7581,2022-03-28T17:09:30+0000
413742,413742_30_718641865080221697_22316991,413742_30_718641865080221697,Smith,GPE,8,9,0.6369,2022-03-28T17:10:45+0000
413742,413742_30_718641865080221697_44453171,413742_30_718641865080221697,Hate,PERSON,8,9,0.0258,2022-03-28T17:17:57+0000
413742,413742_30_718641865080221697_3888835876,413742_30_718641865080221697,Honor,PERSON,8,9,0.6705,2022-03-28T17:19:26+0000
413742,413742_30_718641865080221697_1072670979732717569,413742_30_718641865080221697,Smith,PERSON,8,9,-0.8074,2022-03-28T17:48:00+0000
413742,413742_30_718641865080221697_817816285,413742_30_718641865080221697,Jada,PERSON,8,9,0.0258,2022-03-28T18:28:23+0000
413742,413742_30_718641865080221697_1489324911361511424,413742_30_718641865080221697,Hate Speech,PERSON,8,9,0.0972,2022-03-28T20:10:16+0000
413742,413742_30_718641865080221697_1489324911361511424,413742_30_718641865080221697,Gtfo,PERSON,8,9,0.0972,2022-03-28T20:10:16+0000
413742,413742_30_718641865080221697_1508310922875473920,413742_30_718641865080221697,Hate,PERSON,8,9,-0.6124,2022-03-29T05:41:32+0000
413742,413742_30_1091444183934615553,413742_30,Smith,GPE,8,9,-0.296,2022-03-28T17:08:39+0000
413742,413742_30_1456583566649749505,413742_30,Smith,GPE,8,9,-0.8176,2022-03-28T17:08:44+0000
413742,413742_30_1238549436181164037,413742_30,Celebs,PERSON,8,9,0.9451,2022-03-28T17:09:16+0000
413742,413742_30_35968525,413742_30,Smith,GPE,8,9,0.0,2022-03-28T17:09:21+0000
413742,413742_30_35968525,413742_30,Smith,GPE,8,9,0.0,2022-03-28T17:10:39+0000
413742,413742_30_35968525,413742_30,Oscar,PERSON,8,9,0.0,2022-03-28T17:09:21+0000
413742,413742_30_35968525,413742_30,Oscar,PERSON,8,9,0.0,2022-03-28T17:10:39+0000
413742,413742_30_35968525_22316991,413742_30_35968525,Oscar,PERSON,8,9,0.0,2022-03-28T17:11:19+0000
413742,413742_30_785296269753417728,413742_30,Kathy Griffin Robin William,PERSON,8,9,0.765,2022-03-28T17:09:44+0000
413742,413742_30_785296269753417728,413742_30,Smith,PERSON,8,9,0.765,2022-03-28T17:09:44+0000
413742,413742_30_785296269753417728_378134214,413742_30_785296269753417728,Robin William,PERSON,8,9,0.296,2022-03-28T17:12:18+0000
413742,413742_30_785296269753417728_855453265013739520,413742_30_785296269753417728,Chris Rock,PERSON,8,9,-0.2732,2022-03-28T19:30:41+0000
413742,413742_30_785296269753417728_1290453310022057986,413742_30_785296269753417728,EXACTLY,NORP,8,9,-0.6705,2022-03-29T03:18:08+0000
413742,413742_30_785296269753417728_1290453310022057986,413742_30_785296269753417728,Chris,PERSON,8,9,-0.6705,2022-03-29T03:18:08+0000
413742,413742_30_785296269753417728_1290453310022057986,413742_30_785296269753417728,brotha gotten,PERSON,8,9,-0.6705,2022-03-29T03:18:08+0000
413742,413742_30_824722559149244417,413742_30,Amazon Basics Dog Puppy,ORG,8,9,0.1779,2022-03-28T17:09:52+0000
413742,413742_30_1501641434356670465,413742_30,joerogan,PERSON,8,9,0.2023,2022-03-28T17:10:13+0000
413742,413742_30_1501641434356670465,413742_30,Oscars,ORG,8,9,0.2023,2022-03-28T17:10:13+0000
413742,413742_30_1048389397937311744_2558048480,413742_30_1048389397937311744,Academy,ORG,8,9,-0.7266,2022-03-28T17:22:49+0000
413742,413742_30_1048389397937311744_2558048480,413742_30_1048389397937311744,Chris Rock,PERSON,8,9,-0.7266,2022-03-28T17:22:49+0000
413742,413742_30_1048389397937311744_154686531,413742_30_1048389397937311744,smith,ORG,8,9,-0.886,2022-03-28T17:24:15+0000
413742,413742_30_35968525,413742_30,Academy Smith,ORG,8,9,0.0,2022-03-28T17:09:21+0000
413742,413742_30_35968525,413742_30,Academy Smith,ORG,8,9,0.0,2022-03-28T17:10:39+0000
413742,413742_30_35968525,413742_30,Oscar,PERSON,8,9,0.0,2022-03-28T17:09:21+0000
413742,413742_30_35968525,413742_30,Oscar,PERSON,8,9,0.0,2022-03-28T17:10:39+0000
413742,413742_30_736208846,413742_30,Kathy Griffin,PERSON,8,9,-0.1027,2022-03-28T17:10:39+0000
413742,413742_30_736208846_23539096,413742_30_736208846,Smith,GPE,8,9,-0.34,2022-03-28T20:58:46+0000
413742,413742_30_736208846_23539096,413742_30_736208846,Chris,PERSON,8,9,-0.34,2022-03-28T20:58:46+0000
413742,413742_30_736208846_23539096,413742_30_736208846,GI Jane,PERSON,8,9,-0.34,2022-03-28T20:58:46+0000
413742,413742_30_736208846_825175896680124417,413742_30_736208846,Smith,GPE,8,9,-0.296,2022-03-29T04:00:10+0000
413742,413742_30_1483967282069925890,413742_30,Smith,GPE,8,9,-0.2023,2022-03-28T17:11:19+0000
413742,413742_30_1483967282069925890,413742_30,Hollywood,GPE,8,9,-0.2023,2022-03-28T17:11:19+0000
413742,413742_30_1483967282069925890_4705057927,413742_30_1483967282069925890,Chris Rock,PERSON,8,9,-0.5106,2022-03-29T05:28:56+0000
413742,413742_30_79826188,413742_30,Chris,PERSON,8,9,0.2263,2022-03-28T17:12:23+0000
413742,413742_30_79826188_1485680268820328452,413742_30_79826188,scorpionov,NORP,8,9,0.296,2022-03-28T17:20:39+0000
413742,413742_30_79826188_705920439034343426,413742_30_79826188,Chris Rock,PERSON,8,9,0.4588,2022-03-28T17:26:25+0000
413742,413742_30_79826188_705920439034343426,413742_30_79826188,Academy Awards,ORG,8,9,0.4588,2022-03-28T17:26:25+0000
413742,413742_30_79826188_705920439034343426,413742_30_79826188,Bruce Banner,PERSON,8,9,0.4588,2022-03-28T17:26:25+0000
413742,413742_30_79826188_705920439034343426,413742_30_79826188,Smith full Hulk,ORG,8,9,0.4588,2022-03-28T17:26:25+0000
413742,413742_30_4893576988,413742_30,Chris Rock,PERSON,8,9,0.1779,2022-03-28T17:13:58+0000
413742,413742_30_1440461860956897283,413742_30,Drink Ralph,PERSON,8,9,0.0,2022-03-28T17:14:16+0000
413742,413742_30_1440461860956897283,413742_30,Charlie Juice,PERSON,8,9,0.0,2022-03-28T17:14:16+0000
413742,413742_30_22527901_1219345067212709888,413742_30_22527901,comedians assault,ORG,8,9,-0.3818,2022-03-28T19:45:37+0000
413742,413742_30_3765140775,413742_30,Smith,GPE,8,9,-0.7184,2022-03-28T17:15:35+0000
413742,413742_30_3765140775,413742_30,Rock Jason Momoa Jada,PERSON,8,9,-0.7184,2022-03-28T17:15:35+0000
413742,413742_30_2825405996,413742_30,Epic Fail,ORG,8,9,-0.8481,2022-03-28T17:16:20+0000
413742,413742_30_1009364407573458944,413742_30,Ben,PERSON,8,9,0.0,2022-03-28T17:16:56+0000
413742,413742_30_733364996722307073,413742_30,Smith Slaps,ORG,8,9,0.0,2022-03-28T17:17:52+0000
413742,413742_30_733364996722307073,413742_30,Chris Rock,PERSON,8,9,0.0,2022-03-28T17:17:52+0000
413742,413742_30_733364996722307073,413742_30,YouTube,ORG,8,9,0.0,2022-03-28T17:17:52+0000
413742,413742_30_760075340,413742_30,Chris Rock,PERSON,8,9,-0.872,2022-03-28T17:18:09+0000
413742,413742_30_760075340,413742_30,Jada,GPE,8,9,-0.872,2022-03-28T17:18:09+0000
413742,413742_30_1274306671,413742_30,Gang Gang,PERSON,8,9,0.0,2022-03-28T17:18:29+0000
413742,413742_30_1274306671,413742_30,SHIB,ORG,8,9,0.0,2022-03-28T17:18:29+0000
413742,413742_30_1157837194930860032,413742_30,Kathy Griffin,PERSON,8,9,0.34,2022-03-28T17:19:46+0000
413742,413742_30_1157837194930860032,413742_30,Smith,ORG,8,9,0.34,2022-03-28T17:19:46+0000
413742,413742_30_1157837194930860032,413742_30,Chris,PERSON,8,9,0.34,2022-03-28T17:19:46+0000
413742,413742_30_1157837194930860032,413742_30,Press,ORG,8,9,0.34,2022-03-28T17:19:46+0000
413742,413742_30_1437977545107034116,413742_30,Smith,GPE,8,9,-0.5574,2022-03-28T17:19:53+0000
413742,413742_30_1437977545107034116,413742_30,Chris,PERSON,8,9,-0.5574,2022-03-28T17:19:53+0000
413742,413742_30_1437977545107034116,413742_30,Ricky Gervais,PERSON,8,9,-0.5574,2022-03-28T17:19:53+0000
413742,413742_30_1437977545107034116,413742_30,white Academy,ORG,8,9,-0.5574,2022-03-28T17:19:53+0000
413742,413742_30_1437977545107034116,413742_30,Chris,PERSON,8,9,-0.5574,2022-03-28T17:19:53+0000
413742,413742_30_1961112865,413742_30,Oscar,PERSON,8,9,0.0,2022-03-28T17:19:55+0000
413742,413742_30_1352458177653088257,413742_30,Kathy shut fuck,PERSON,8,9,-0.5423,2022-03-28T17:21:38+0000
413742,413742_30_1471189276666826754,413742_30,Comedian,NORP,8,9,0.3182,2022-03-28T17:21:54+0000
413742,413742_30_1471189276666826754_1375778523307249673,413742_30_1471189276666826754,ProfGregP,NORP,8,9,0.0,2022-03-28T17:22:32+0000
413742,413742_30_1471189276666826754_1375778523307249673,413742_30_1471189276666826754,Smith Use Words,ORG,8,9,0.0,2022-03-28T17:22:32+0000
413742,413742_30_1471189276666826754_1375778523307249673,413742_30_1471189276666826754,Academy,ORG,8,9,0.0,2022-03-28T17:22:32+0000
413742,413742_30_1471189276666826754_1375778523307249673,413742_30_1471189276666826754,Oscar,PERSON,8,9,0.0,2022-03-28T17:22:32+0000
413742,413742_30_1478085337566035982,413742_30,Drop TheAcademy,PERSON,8,9,-0.2732,2022-03-28T17:22:27+0000
413742,413742_30_1240694422750232581,413742_30,Smith,ORG,8,9,0.25,2022-03-28T17:22:50+0000
413742,413742_30_1462604208042123264,413742_30,Jada Pinkett Smith,PERSON,8,9,0.4215,2022-03-28T17:22:54+0000
413742,413742_30_3377454729,413742_30,Hollywood,GPE,8,9,-0.4404,2022-03-28T17:23:06+0000
413742,413742_30_1417140245502517249,413742_30,Chris,PERSON,8,9,-0.7717,2022-03-28T17:23:12+0000
413742,413742_30_1417140245502517249,413742_30,Jada,GPE,8,9,-0.7717,2022-03-28T17:23:12+0000
413742,413742_30_1417140245502517249,413742_30,Shit,ORG,8,9,-0.7717,2022-03-28T17:23:12+0000
413742,413742_30_376020588,413742_30,Comedians,NORP,8,9,0.4767,2022-03-28T17:23:12+0000
413742,413742_30_1215265890406674433,413742_30,Chris Rock,ORG,8,9,0.2263,2022-03-28T17:23:12+0000
413742,413742_30_1352373930800140290,413742_30,gaf,PERSON,8,9,0.0,2022-03-28T17:23:13+0000
413742,413742_30_853923742770094080_114310699,413742_30_853923742770094080,Warmth Rickles,ORG,8,9,-0.2732,2022-03-28T17:44:42+0000
413742,413742_30_1155369450906034176,413742_30,Jada,GPE,8,9,0.1531,2022-03-28T17:24:46+0000
413742,413742_30_1277383888864546816,413742_30,Comedians,NORP,8,9,0.4588,2022-03-28T17:25:14+0000
413742,413742_30_1439293435056328705,413742_30,Smith,GPE,8,9,-0.743,2022-03-28T17:25:56+0000
413742,413742_30_1439293435056328705,413742_30,HollywoodFeminzationOfBlackMen,ORG,8,9,-0.743,2022-03-28T17:25:56+0000
413742,413742_30_23523845,413742_30,Kathy Griffen,PERSON,8,9,-0.6597,2022-03-28T17:26:26+0000
413742,413742_30_1004073858385801216,413742_30,Jada,PERSON,8,9,-0.6597,2022-03-28T17:26:29+0000
413742,413742_30_601373370,413742_30,LOUDER,ORG,8,9,0.0,2022-03-28T17:26:49+0000
413742,413742_30_1436176913341419522,413742_30,Arrest,PERSON,8,9,-0.34,2022-03-28T17:28:28+0000
413742,413742_30_1436176913341419522,413742_30,Smith,GPE,8,9,-0.34,2022-03-28T17:28:28+0000
413742,413742_30_3887555481,413742_30,WillSmith,ORG,8,9,-0.34,2022-03-28T17:31:11+0000
413742,413742_30_3887555481,413742_30,Hollywood Creating,PERSON,8,9,-0.34,2022-03-28T17:31:11+0000
413742,413742_30_3887555481,413742_30,NPR,ORG,8,9,-0.34,2022-03-28T17:31:11+0000
413742,413742_30_395828333,413742_30,GI Jane,PERSON,8,9,0.0,2022-03-28T17:31:23+0000
413742,413742_30_1312803660511019008,413742_30,Jada,PERSON,8,9,-0.6124,2022-03-28T17:34:02+0000
413742,413742_30_935527496,413742_30,Hypocrites Hollywood,PERSON,8,9,-0.128,2022-03-28T17:34:45+0000
413742,413742_30_1053705790408794112,413742_30,Smith,GPE,8,9,0.34,2022-03-28T17:37:14+0000
413742,413742_30_1430603558521610244,413742_30,TOLERANCE VIOLENCE Smith,ORG,8,9,-0.7096,2022-03-28T17:38:55+0000
413742,413742_30_1430603558521610244,413742_30,Oscar,PERSON,8,9,-0.7096,2022-03-28T17:38:55+0000
413742,413742_30_789029432,413742_30,Ban Smith,PERSON,8,9,-0.7184,2022-03-28T17:44:16+0000
413742,413742_30_789029432,413742_30,Ban Smith,PERSON,8,9,-0.7184,2022-03-28T17:45:34+0000
413742,413742_30_789029432,413742_30,American,NORP,8,9,-0.2732,2022-03-28T17:44:16+0000
413742,413742_30_789029432,413742_30,American,NORP,8,9,-0.2732,2022-03-28T17:45:34+0000
413742,413742_30_19675541,413742_30,Kathy Griffin,PERSON,8,9,0.0,2022-03-28T17:49:20+0000
413742,413742_30_1349111203814105090,413742_30,N,GPE,8,9,0.7096,2022-03-28T17:51:33+0000
413742,413742_30_1426261032796889099,413742_30,Smith,GPE,8,9,0.785,2022-03-28T17:52:09+0000
413742,413742_30_1426261032796889099,413742_30,Hollywood,GPE,8,9,0.785,2022-03-28T17:52:09+0000
413742,413742_30_1426261032796889099,413742_30,Rock,GPE,8,9,0.785,2022-03-28T17:52:09+0000
413742,413742_30_45865786,413742_30,Chris,PERSON,8,9,-0.1531,2022-03-28T17:53:26+0000
413742,413742_30_1131277433481584640,413742_30,Oscar,PERSON,8,9,-0.9769,2022-03-28T17:55:38+0000
413742,413742_30_1242354243031437312,413742_30,jada,GPE,8,9,0.7269,2022-03-28T17:58:02+0000
413742,413742_30_1393571037690974211,413742_30,Chris,PERSON,8,9,-0.5994,2022-03-28T18:00:33+0000
413742,413742_30_1399132792424964096,413742_30,Wills,ORG,8,9,0.0,2022-03-28T18:00:58+0000
413742,413742_30_1441783744365424647,413742_30,GeorgeTakei,ORG,8,9,0.6808,2022-03-28T18:03:47+0000
413742,413742_30_827922939102240768,413742_30,WillAndChris,PERSON,8,9,0.0,2022-03-28T18:04:35+0000
413742,413742_30_907663200635809792,413742_30,BAFTA,ORG,8,9,0.6486,2022-03-28T18:05:57+0000
413742,413742_30_1312736018857156608,413742_30,Oscar,PERSON,8,9,-0.6249,2022-03-28T18:08:19+0000
413742,413742_30_564024317,413742_30,Hollywood,GPE,8,9,-0.5859,2022-03-28T18:13:16+0000
413742,413742_30_2416165153,413742_30,Smith,GPE,8,9,-0.5994,2022-03-28T18:26:27+0000
413742,413742_30_2416165153,413742_30,Smith,PERSON,8,9,-0.5994,2022-03-28T18:26:27+0000
413742,413742_30_62820981,413742_30,Smith,ORG,8,9,0.4588,2022-03-28T18:27:05+0000
413742,413742_30_31858362,413742_30,WillSmith,ORG,8,9,-0.2023,2022-03-28T18:58:57+0000
413742,413742_30_31858362,413742_30,African American,NORP,8,9,-0.2023,2022-03-28T18:58:57+0000
